epi_year_week,date,day,iso_week,epi_week,epi_year,date.1,day_off,break_day,holiday,day_off_sat,day_off_sun
2007-30,28.07.07,6.0,30.0,30.0,2007.0,2007-07-28,1.0,1.0,0.0,1.0,0.0
2007-30,29.07.07,7.0,30.0,30.0,2007.0,2007-07-29,1.0,1.0,0.0,0.0,1.0
2007-31,30.07.07,1.0,31.0,31.0,2007.0,2007-07-30,0.0,1.0,0.0,0.0,0.0
2007-31,31.07.07,2.0,31.0,31.0,2007.0,2007-07-31,0.0,1.0,0.0,0.0,0.0
2007-31,01.08.07,3.0,31.0,31.0,2007.0,2007-08-01,0.0,1.0,0.0,0.0,0.0
2007-31,02.08.07,4.0,31.0,31.0,2007.0,2007-08-02,0.0,1.0,0.0,0.0,0.0
2007-31,03.08.07,5.0,31.0,31.0,2007.0,2007-08-03,0.0,1.0,0.0,0.0,0.0
2007-31,04.08.07,6.0,31.0,31.0,2007.0,2007-08-04,1.0,1.0,0.0,1.0,0.0
2007-31,05.08.07,7.0,31.0,31.0,2007.0,2007-08-05,1.0,1.0,0.0,0.0,1.0
2007-32,06.08.07,1.0,32.0,32.0,2007.0,2007-08-06,0.0,1.0,0.0,0.0,0.0
2007-32,07.08.07,2.0,32.0,32.0,2007.0,2007-08-07,0.0,1.0,0.0,0.0,0.0
2007-32,08.08.07,3.0,32.0,32.0,2007.0,2007-08-08,0.0,1.0,0.0,0.0,0.0
2007-32,09.08.07,4.0,32.0,32.0,2007.0,2007-08-09,0.0,1.0,0.0,0.0,0.0
2007-32,10.08.07,5.0,32.0,32.0,2007.0,2007-08-10,0.0,1.0,0.0,0.0,0.0
2007-32,11.08.07,6.0,32.0,32.0,2007.0,2007-08-11,1.0,1.0,0.0,1.0,0.0
2007-32,12.08.07,7.0,32.0,32.0,2007.0,2007-08-12,1.0,1.0,0.0,0.0,1.0
2007-33,13.08.07,1.0,33.0,33.0,2007.0,2007-08-13,0.0,1.0,0.0,0.0,0.0
2007-33,14.08.07,2.0,33.0,33.0,2007.0,2007-08-14,0.0,1.0,0.0,0.0,0.0
2007-33,15.08.07,3.0,33.0,33.0,2007.0,2007-08-15,0.0,1.0,0.0,0.0,0.0
2007-33,16.08.07,4.0,33.0,33.0,2007.0,2007-08-16,0.0,1.0,0.0,0.0,0.0
2007-33,17.08.07,5.0,33.0,33.0,2007.0,2007-08-17,0.0,1.0,0.0,0.0,0.0
2007-33,18.08.07,6.0,33.0,33.0,2007.0,2007-08-18,1.0,1.0,0.0,1.0,0.0
2007-33,19.08.07,7.0,33.0,33.0,2007.0,2007-08-19,1.0,1.0,0.0,0.0,1.0
2007-34,20.08.07,1.0,34.0,34.0,2007.0,2007-08-20,0.0,1.0,0.0,0.0,0.0
2007-34,21.08.07,2.0,34.0,34.0,2007.0,2007-08-21,0.0,1.0,0.0,0.0,0.0
2007-34,22.08.07,3.0,34.0,34.0,2007.0,2007-08-22,0.0,1.0,0.0,0.0,0.0
2007-34,23.08.07,4.0,34.0,34.0,2007.0,2007-08-23,0.0,1.0,0.0,0.0,0.0
2007-34,24.08.07,5.0,34.0,34.0,2007.0,2007-08-24,0.0,1.0,0.0,0.0,0.0
2007-34,25.08.07,6.0,34.0,34.0,2007.0,2007-08-25,1.0,1.0,0.0,1.0,0.0
