date,year,isoWeek,month,day,epi_week,epi_year,Count
2012-08-05,2012,31,8,7,31,2012,42
2012-08-06,2012,32,8,1,32,2012,172
2012-08-07,2012,32,8,2,32,2012,117
2012-08-08,2012,32,8,3,32,2012,132
2012-08-09,2012,32,8,4,32,2012,106
2012-08-10,2012,32,8,5,32,2012,149
2012-08-11,2012,32,8,6,32,2012,68
2012-08-12,2012,32,8,7,32,2012,56
2012-08-13,2012,33,8,1,33,2012,165
2012-08-14,2012,33,8,2,33,2012,157
2012-08-15,2012,33,8,3,33,2012,118
2012-08-16,2012,33,8,4,33,2012,156
2012-08-17,2012,33,8,5,33,2012,157
2012-08-18,2012,33,8,6,33,2012,40
2012-08-19,2012,33,8,7,33,2012,45
2012-08-20,2012,34,8,1,34,2012,237
2012-08-21,2012,34,8,2,34,2012,167
2012-08-22,2012,34,8,3,34,2012,191
2012-08-23,2012,34,8,4,34,2012,148
2012-08-24,2012,34,8,5,34,2012,148
2012-08-25,2012,34,8,6,34,2012,79
2012-08-26,2012,34,8,7,34,2012,44
2012-08-27,2012,35,8,1,35,2012,NA
2012-08-28,2012,35,8,2,35,2012,NA
2012-08-29,2012,35,8,3,35,2012,NA
2012-08-30,2012,35,8,4,35,2012,NA
2012-08-31,2012,35,8,5,35,2012,NA
2012-09-01,2012,35,9,6,35,2012,NA
2012-09-02,2012,35,9,7,35,2012,NA
2012-09-03,2012,36,9,1,36,2012,NA
2012-09-04,2012,36,9,2,36,2012,NA
2012-09-05,2012,36,9,3,36,2012,NA
2012-09-06,2012,36,9,4,36,2012,NA
2012-09-07,2012,36,9,5,36,2012,NA
2012-09-08,2012,36,9,6,36,2012,NA
2012-09-09,2012,36,9,7,36,2012,NA
2012-09-10,2012,37,9,1,37,2012,NA
2012-09-11,2012,37,9,2,37,2012,NA
2012-09-12,2012,37,9,3,37,2012,NA
2012-09-13,2012,37,9,4,37,2012,NA
2012-09-14,2012,37,9,5,37,2012,NA
2012-09-15,2012,37,9,6,37,2012,NA
2012-09-16,2012,37,9,7,37,2012,NA
2012-09-17,2012,38,9,1,38,2012,NA
2012-09-18,2012,38,9,2,38,2012,NA
2012-09-19,2012,38,9,3,38,2012,NA
2012-09-20,2012,38,9,4,38,2012,NA
2012-09-21,2012,38,9,5,38,2012,NA
2012-09-22,2012,38,9,6,38,2012,NA
2012-09-23,2012,38,9,7,38,2012,NA
2012-09-24,2012,39,9,1,39,2012,NA
2012-09-25,2012,39,9,2,39,2012,NA
2012-09-26,2012,39,9,3,39,2012,NA
2012-09-27,2012,39,9,4,39,2012,NA
2012-09-28,2012,39,9,5,39,2012,NA
2012-09-29,2012,39,9,6,39,2012,NA
2012-09-30,2012,39,9,7,39,2012,NA
2012-10-01,2012,40,10,1,40,2012,NA
2012-10-02,2012,40,10,2,40,2012,NA
2012-10-03,2012,40,10,3,40,2012,NA
2012-10-04,2012,40,10,4,40,2012,NA
2012-10-05,2012,40,10,5,40,2012,NA
2012-10-06,2012,40,10,6,40,2012,NA
2012-10-07,2012,40,10,7,40,2012,NA
2012-10-08,2012,41,10,1,41,2012,NA
2012-10-09,2012,41,10,2,41,2012,NA
2012-10-10,2012,41,10,3,41,2012,NA
2012-10-11,2012,41,10,4,41,2012,NA
2012-10-12,2012,41,10,5,41,2012,NA
2012-10-13,2012,41,10,6,41,2012,NA
2012-10-14,2012,41,10,7,41,2012,NA
2012-10-15,2012,42,10,1,42,2012,NA
2012-10-16,2012,42,10,2,42,2012,NA
2012-10-17,2012,42,10,3,42,2012,NA
2012-10-18,2012,42,10,4,42,2012,NA
2012-10-19,2012,42,10,5,42,2012,NA
2012-10-20,2012,42,10,6,42,2012,NA
2012-10-21,2012,42,10,7,42,2012,NA
2012-10-22,2012,43,10,1,43,2012,NA
2012-10-23,2012,43,10,2,43,2012,NA
2012-10-24,2012,43,10,3,43,2012,NA
2012-10-25,2012,43,10,4,43,2012,NA
2012-10-26,2012,43,10,5,43,2012,NA
2012-10-27,2012,43,10,6,43,2012,NA
2012-10-28,2012,43,10,7,43,2012,NA
2012-10-29,2012,44,10,1,44,2012,NA
2012-10-30,2012,44,10,2,44,2012,NA
2012-10-31,2012,44,10,3,44,2012,NA
2012-11-01,2012,44,11,4,44,2012,NA
2012-11-02,2012,44,11,5,44,2012,NA
2012-11-03,2012,44,11,6,44,2012,NA
2012-11-04,2012,44,11,7,44,2012,NA
2012-11-05,2012,45,11,1,45,2012,NA
2012-11-06,2012,45,11,2,45,2012,NA
2012-11-07,2012,45,11,3,45,2012,NA
2012-11-08,2012,45,11,4,45,2012,NA
2012-11-09,2012,45,11,5,45,2012,NA
2012-11-10,2012,45,11,6,45,2012,NA
2012-11-11,2012,45,11,7,45,2012,NA
2012-11-12,2012,46,11,1,46,2012,NA
2012-11-13,2012,46,11,2,46,2012,NA
2012-11-14,2012,46,11,3,46,2012,NA
2012-11-15,2012,46,11,4,46,2012,NA
2012-11-16,2012,46,11,5,46,2012,NA
2012-11-17,2012,46,11,6,46,2012,NA
2012-11-18,2012,46,11,7,46,2012,NA
2012-11-19,2012,47,11,1,47,2012,NA
2012-11-20,2012,47,11,2,47,2012,NA
2012-11-21,2012,47,11,3,47,2012,NA
2012-11-22,2012,47,11,4,47,2012,NA
2012-11-23,2012,47,11,5,47,2012,NA
2012-11-24,2012,47,11,6,47,2012,NA
2012-11-25,2012,47,11,7,47,2012,NA
2012-11-26,2012,48,11,1,48,2012,NA
2012-11-27,2012,48,11,2,48,2012,NA
2012-11-28,2012,48,11,3,48,2012,NA
2012-11-29,2012,48,11,4,48,2012,NA
2012-11-30,2012,48,11,5,48,2012,NA
2012-12-01,2012,48,12,6,48,2012,NA
2012-12-02,2012,48,12,7,48,2012,NA
2012-12-03,2012,49,12,1,49,2012,NA
2012-12-04,2012,49,12,2,49,2012,NA
2012-12-05,2012,49,12,3,49,2012,NA
2012-12-06,2012,49,12,4,49,2012,NA
2012-12-07,2012,49,12,5,49,2012,NA
2012-12-08,2012,49,12,6,49,2012,NA
2012-12-09,2012,49,12,7,49,2012,NA
2012-12-10,2012,50,12,1,50,2012,NA
2012-12-11,2012,50,12,2,50,2012,NA
2012-12-12,2012,50,12,3,50,2012,NA
2012-12-13,2012,50,12,4,50,2012,NA
2012-12-14,2012,50,12,5,50,2012,NA
2012-12-15,2012,50,12,6,50,2012,NA
2012-12-16,2012,50,12,7,50,2012,NA
2012-12-17,2012,51,12,1,51,2012,NA
2012-12-18,2012,51,12,2,51,2012,NA
2012-12-19,2012,51,12,3,51,2012,NA
2012-12-20,2012,51,12,4,51,2012,NA
2012-12-21,2012,51,12,5,51,2012,NA
2012-12-22,2012,51,12,6,51,2012,NA
2012-12-23,2012,51,12,7,51,2012,NA
2012-12-24,2012,52,12,1,52,2012,NA
2012-12-25,2012,52,12,2,52,2012,NA
2012-12-26,2012,52,12,3,52,2012,NA
2012-12-27,2012,52,12,4,52,2012,NA
2012-12-28,2012,52,12,5,52,2012,NA
2012-12-29,2012,52,12,6,52,2012,NA
2012-12-30,2012,52,12,7,52,2012,NA
2012-12-31,2012,1,12,1,1,2013,186
2013-01-01,2013,1,1,2,1,2013,92
2013-01-02,2013,1,1,3,1,2013,211
2013-01-03,2013,1,1,4,1,2013,252
2013-01-04,2013,1,1,5,1,2013,288
2013-01-05,2013,1,1,6,1,2013,258
2013-01-06,2013,1,1,7,1,2013,209
2013-01-07,2013,2,1,1,2,2013,127
2013-01-08,2013,2,1,2,2,2013,183
2013-01-09,2013,2,1,3,2,2013,536
2013-01-10,2013,2,1,4,2,2013,417
2013-01-11,2013,2,1,5,2,2013,360
2013-01-12,2013,2,1,6,2,2013,115
2013-01-13,2013,2,1,7,2,2013,83
2013-01-14,2013,3,1,1,3,2013,401
2013-01-15,2013,3,1,2,3,2013,376
2013-01-16,2013,3,1,3,3,2013,301
2013-01-17,2013,3,1,4,3,2013,302
2013-01-18,2013,3,1,5,3,2013,303
2013-01-19,2013,3,1,6,3,2013,93
2013-01-20,2013,3,1,7,3,2013,73
2013-01-21,2013,4,1,1,4,2013,424
2013-01-22,2013,4,1,2,4,2013,333
2013-01-23,2013,4,1,3,4,2013,355
2013-01-24,2013,4,1,4,4,2013,316
2013-01-25,2013,4,1,5,4,2013,264
2013-01-26,2013,4,1,6,4,2013,122
2013-01-27,2013,4,1,7,4,2013,56
2013-01-28,2013,5,1,1,5,2013,477
2013-01-29,2013,5,1,2,5,2013,332
2013-01-30,2013,5,1,3,5,2013,409
2013-01-31,2013,5,1,4,5,2013,385
2013-02-01,2013,5,2,5,5,2013,371
2013-02-02,2013,5,2,6,5,2013,100
2013-02-03,2013,5,2,7,5,2013,73
2013-02-04,2013,6,2,1,6,2013,544
2013-02-05,2013,6,2,2,6,2013,461
2013-02-06,2013,6,2,3,6,2013,432
2013-02-07,2013,6,2,4,6,2013,380
2013-02-08,2013,6,2,5,6,2013,374
2013-02-09,2013,6,2,6,6,2013,125
2013-02-10,2013,6,2,7,6,2013,78
2013-02-11,2013,7,2,1,7,2013,548
2013-02-12,2013,7,2,2,7,2013,546
2013-02-13,2013,7,2,3,7,2013,461
2013-02-14,2013,7,2,4,7,2013,409
2013-02-15,2013,7,2,5,7,2013,462
2013-02-16,2013,7,2,6,7,2013,103
2013-02-17,2013,7,2,7,7,2013,75
2013-02-18,2013,8,2,1,8,2013,630
2013-02-19,2013,8,2,2,8,2013,632
2013-02-20,2013,8,2,3,8,2013,560
2013-02-21,2013,8,2,4,8,2013,337
2013-02-22,2013,8,2,5,8,2013,436
2013-02-23,2013,8,2,6,8,2013,118
2013-02-24,2013,8,2,7,8,2013,81
2013-02-25,2013,9,2,1,9,2013,655
2013-02-26,2013,9,2,2,9,2013,520
2013-02-27,2013,9,2,3,9,2013,476
2013-02-28,2013,9,2,4,9,2013,422
2013-03-01,2013,9,3,5,9,2013,388
2013-03-02,2013,9,3,6,9,2013,164
2013-03-03,2013,9,3,7,9,2013,70
2013-03-04,2013,10,3,1,10,2013,436
2013-03-05,2013,10,3,2,10,2013,485
2013-03-06,2013,10,3,3,10,2013,461
2013-03-07,2013,10,3,4,10,2013,283
2013-03-08,2013,10,3,5,10,2013,250
2013-03-09,2013,10,3,6,10,2013,122
2013-03-10,2013,10,3,7,10,2013,95
2013-03-11,2013,11,3,1,11,2013,680
2013-03-12,2013,11,3,2,11,2013,512
2013-03-13,2013,11,3,3,11,2013,564
2013-03-14,2013,11,3,4,11,2013,436
2013-03-15,2013,11,3,5,11,2013,379
2013-03-16,2013,11,3,6,11,2013,128
2013-03-17,2013,11,3,7,11,2013,103
2013-03-18,2013,12,3,1,12,2013,568
2013-03-19,2013,12,3,2,12,2013,553
2013-03-20,2013,12,3,3,12,2013,500
2013-03-21,2013,12,3,4,12,2013,358
2013-03-22,2013,12,3,5,12,2013,377
2013-03-23,2013,12,3,6,12,2013,171
2013-03-24,2013,12,3,7,12,2013,103
2013-03-25,2013,13,3,1,13,2013,560
2013-03-26,2013,13,3,2,13,2013,468
2013-03-27,2013,13,3,3,13,2013,465
2013-03-28,2013,13,3,4,13,2013,386
2013-03-29,2013,13,3,5,13,2013,375
2013-03-30,2013,13,3,6,13,2013,185
2013-03-31,2013,13,3,7,13,2013,145
2013-04-01,2013,14,4,1,14,2013,736
2013-04-02,2013,14,4,2,14,2013,559
2013-04-03,2013,14,4,3,14,2013,642
2013-04-04,2013,14,4,4,14,2013,436
2013-04-05,2013,14,4,5,14,2013,389
2013-04-06,2013,14,4,6,14,2013,175
2013-04-07,2013,14,4,7,14,2013,152
2013-04-08,2013,15,4,1,15,2013,756
2013-04-09,2013,15,4,2,15,2013,683
2013-04-10,2013,15,4,3,15,2013,566
2013-04-11,2013,15,4,4,15,2013,517
2013-04-12,2013,15,4,5,15,2013,485
2013-04-13,2013,15,4,6,15,2013,174
2013-04-14,2013,15,4,7,15,2013,103
2013-04-15,2013,16,4,1,16,2013,585
2013-04-16,2013,16,4,2,16,2013,645
2013-04-17,2013,16,4,3,16,2013,586
2013-04-18,2013,16,4,4,16,2013,572
2013-04-19,2013,16,4,5,16,2013,553
2013-04-20,2013,16,4,6,16,2013,242
2013-04-21,2013,16,4,7,16,2013,126
2013-04-22,2013,17,4,1,17,2013,695
2013-04-23,2013,17,4,2,17,2013,626
2013-04-24,2013,17,4,3,17,2013,454
2013-04-25,2013,17,4,4,17,2013,477
2013-04-26,2013,17,4,5,17,2013,410
2013-04-27,2013,17,4,6,17,2013,162
2013-04-28,2013,17,4,7,17,2013,122
2013-04-29,2013,18,4,1,18,2013,610
2013-04-30,2013,18,4,2,18,2013,427
2013-05-01,2013,18,5,3,18,2013,93
2013-05-02,2013,18,5,4,18,2013,169
2013-05-03,2013,18,5,5,18,2013,139
2013-05-04,2013,18,5,6,18,2013,165
2013-05-05,2013,18,5,7,18,2013,125
2013-05-06,2013,19,5,1,19,2013,540
2013-05-07,2013,19,5,2,19,2013,499
2013-05-08,2013,19,5,3,19,2013,202
2013-05-09,2013,19,5,4,19,2013,72
2013-05-10,2013,19,5,5,19,2013,96
2013-05-11,2013,19,5,6,19,2013,117
2013-05-12,2013,19,5,7,19,2013,70
2013-05-13,2013,20,5,1,20,2013,458
2013-05-14,2013,20,5,2,20,2013,315
2013-05-15,2013,20,5,3,20,2013,240
2013-05-16,2013,20,5,4,20,2013,197
2013-05-17,2013,20,5,5,20,2013,303
2013-05-18,2013,20,5,6,20,2013,56
2013-05-19,2013,20,5,7,20,2013,86
2013-05-20,2013,21,5,1,21,2013,407
2013-05-21,2013,21,5,2,21,2013,286
2013-05-22,2013,21,5,3,21,2013,264
2013-05-23,2013,21,5,4,21,2013,247
2013-05-24,2013,21,5,5,21,2013,224
2013-05-25,2013,21,5,6,21,2013,96
2013-05-26,2013,21,5,7,21,2013,71
2013-05-27,2013,22,5,1,22,2013,271
2013-05-28,2013,22,5,2,22,2013,290
2013-05-29,2013,22,5,3,22,2013,250
2013-05-30,2013,22,5,4,22,2013,277
2013-05-31,2013,22,5,5,22,2013,223
2013-06-01,2013,22,6,6,22,2013,124
2013-06-02,2013,22,6,7,22,2013,71
2013-06-03,2013,23,6,1,23,2013,310
2013-06-04,2013,23,6,2,23,2013,258
2013-06-05,2013,23,6,3,23,2013,172
2013-06-06,2013,23,6,4,23,2013,241
2013-06-07,2013,23,6,5,23,2013,223
2013-06-08,2013,23,6,6,23,2013,94
2013-06-09,2013,23,6,7,23,2013,66
2013-06-10,2013,24,6,1,24,2013,323
2013-06-11,2013,24,6,2,24,2013,242
2013-06-12,2013,24,6,3,24,2013,80
2013-06-13,2013,24,6,4,24,2013,209
2013-06-14,2013,24,6,5,24,2013,183
2013-06-15,2013,24,6,6,24,2013,103
2013-06-16,2013,24,6,7,24,2013,56
2013-06-17,2013,25,6,1,25,2013,336
2013-06-18,2013,25,6,2,25,2013,224
2013-06-19,2013,25,6,3,25,2013,231
2013-06-20,2013,25,6,4,25,2013,176
2013-06-21,2013,25,6,5,25,2013,101
2013-06-22,2013,25,6,6,25,2013,110
2013-06-23,2013,25,6,7,25,2013,54
2013-06-24,2013,26,6,1,26,2013,238
2013-06-25,2013,26,6,2,26,2013,219
2013-06-26,2013,26,6,3,26,2013,198
2013-06-27,2013,26,6,4,26,2013,164
2013-06-28,2013,26,6,5,26,2013,147
2013-06-29,2013,26,6,6,26,2013,81
2013-06-30,2013,26,6,7,26,2013,61
2013-07-01,2013,27,7,1,27,2013,194
2013-07-02,2013,27,7,2,27,2013,NA
2013-07-03,2013,27,7,3,27,2013,NA
2013-07-04,2013,27,7,4,27,2013,NA
2013-07-05,2013,27,7,5,27,2013,122
2013-07-06,2013,27,7,6,27,2013,88
2013-07-07,2013,27,7,7,27,2013,62
2013-07-08,2013,28,7,1,28,2013,200
2013-07-09,2013,28,7,2,28,2013,143
2013-07-10,2013,28,7,3,28,2013,135
2013-07-11,2013,28,7,4,28,2013,105
2013-07-12,2013,28,7,5,28,2013,135
2013-07-13,2013,28,7,6,28,2013,71
2013-07-14,2013,28,7,7,28,2013,57
2013-07-15,2013,29,7,1,29,2013,154
2013-07-16,2013,29,7,2,29,2013,61
2013-07-17,2013,29,7,3,29,2013,54
2013-07-18,2013,29,7,4,29,2013,108
2013-07-19,2013,29,7,5,29,2013,184
2013-07-20,2013,29,7,6,29,2013,134
2013-07-21,2013,29,7,7,29,2013,171
2013-07-22,2013,30,7,1,30,2013,167
2013-07-23,2013,30,7,2,30,2013,131
2013-07-24,2013,30,7,3,30,2013,156
2013-07-25,2013,30,7,4,30,2013,100
2013-07-26,2013,30,7,5,30,2013,131
2013-07-27,2013,30,7,6,30,2013,61
2013-07-28,2013,30,7,7,30,2013,51
2013-07-29,2013,31,7,1,31,2013,183
2013-07-30,2013,31,7,2,31,2013,176
2013-07-31,2013,31,7,3,31,2013,160
2013-08-01,2013,31,8,4,31,2013,116
2013-08-02,2013,31,8,5,31,2013,133
2013-08-03,2013,31,8,6,31,2013,60
2013-08-04,2013,31,8,7,31,2013,43
2013-08-05,2013,32,8,1,32,2013,162
2013-08-06,2013,32,8,2,32,2013,124
2013-08-07,2013,32,8,3,32,2013,144
2013-08-08,2013,32,8,4,32,2013,136
2013-08-09,2013,32,8,5,32,2013,125
2013-08-10,2013,32,8,6,32,2013,40
2013-08-11,2013,32,8,7,32,2013,43
2013-08-12,2013,33,8,1,33,2013,180
2013-08-13,2013,33,8,2,33,2013,143
2013-08-14,2013,33,8,3,33,2013,111
2013-08-15,2013,33,8,4,33,2013,120
2013-08-16,2013,33,8,5,33,2013,39
2013-08-17,2013,33,8,6,33,2013,41
2013-08-18,2013,33,8,7,33,2013,131
2013-08-19,2013,34,8,1,34,2013,197
2013-08-20,2013,34,8,2,34,2013,157
2013-08-21,2013,34,8,3,34,2013,131
2013-08-22,2013,34,8,4,34,2013,114
2013-08-23,2013,34,8,5,34,2013,214
2013-08-24,2013,34,8,6,34,2013,52
2013-08-25,2013,34,8,7,34,2013,46
2013-08-26,2013,35,8,1,35,2013,NA
2013-08-27,2013,35,8,2,35,2013,NA
2013-08-28,2013,35,8,3,35,2013,NA
2013-08-29,2013,35,8,4,35,2013,NA
2013-08-30,2013,35,8,5,35,2013,NA
2013-08-31,2013,35,8,6,35,2013,NA
2013-09-01,2013,35,9,7,35,2013,NA
2013-09-02,2013,36,9,1,36,2013,NA
2013-09-03,2013,36,9,2,36,2013,NA
2013-09-04,2013,36,9,3,36,2013,NA
2013-09-05,2013,36,9,4,36,2013,NA
2013-09-06,2013,36,9,5,36,2013,NA
2013-09-07,2013,36,9,6,36,2013,NA
2013-09-08,2013,36,9,7,36,2013,NA
2013-09-09,2013,37,9,1,37,2013,NA
2013-09-10,2013,37,9,2,37,2013,NA
2013-09-11,2013,37,9,3,37,2013,NA
2013-09-12,2013,37,9,4,37,2013,NA
2013-09-13,2013,37,9,5,37,2013,NA
2013-09-14,2013,37,9,6,37,2013,NA
2013-09-15,2013,37,9,7,37,2013,NA
2013-09-16,2013,38,9,1,38,2013,NA
2013-09-17,2013,38,9,2,38,2013,NA
2013-09-18,2013,38,9,3,38,2013,NA
2013-09-19,2013,38,9,4,38,2013,NA
2013-09-20,2013,38,9,5,38,2013,NA
2013-09-21,2013,38,9,6,38,2013,NA
2013-09-22,2013,38,9,7,38,2013,NA
2013-09-23,2013,39,9,1,39,2013,NA
2013-09-24,2013,39,9,2,39,2013,NA
2013-09-25,2013,39,9,3,39,2013,NA
2013-09-26,2013,39,9,4,39,2013,NA
2013-09-27,2013,39,9,5,39,2013,NA
2013-09-28,2013,39,9,6,39,2013,NA
2013-09-29,2013,39,9,7,39,2013,NA
2013-09-30,2013,40,9,1,40,2013,NA
2013-10-01,2013,40,10,2,40,2013,NA
2013-10-02,2013,40,10,3,40,2013,NA
2013-10-03,2013,40,10,4,40,2013,NA
2013-10-04,2013,40,10,5,40,2013,NA
2013-10-05,2013,40,10,6,40,2013,NA
2013-10-06,2013,40,10,7,40,2013,NA
2013-10-07,2013,41,10,1,41,2013,NA
2013-10-08,2013,41,10,2,41,2013,NA
2013-10-09,2013,41,10,3,41,2013,NA
2013-10-10,2013,41,10,4,41,2013,NA
2013-10-11,2013,41,10,5,41,2013,NA
2013-10-12,2013,41,10,6,41,2013,NA
2013-10-13,2013,41,10,7,41,2013,NA
2013-10-14,2013,42,10,1,42,2013,NA
2013-10-15,2013,42,10,2,42,2013,NA
2013-10-16,2013,42,10,3,42,2013,NA
2013-10-17,2013,42,10,4,42,2013,NA
2013-10-18,2013,42,10,5,42,2013,NA
2013-10-19,2013,42,10,6,42,2013,NA
2013-10-20,2013,42,10,7,42,2013,NA
2013-10-21,2013,43,10,1,43,2013,NA
2013-10-22,2013,43,10,2,43,2013,NA
2013-10-23,2013,43,10,3,43,2013,NA
2013-10-24,2013,43,10,4,43,2013,NA
2013-10-25,2013,43,10,5,43,2013,NA
2013-10-26,2013,43,10,6,43,2013,157
2013-10-27,2013,43,10,7,43,2013,89
2013-10-28,2013,44,10,1,44,2013,550
2013-10-29,2013,44,10,2,44,2013,558
2013-10-30,2013,44,10,3,44,2013,459
2013-10-31,2013,44,10,4,44,2013,341
2013-11-01,2013,44,11,5,44,2013,397
2013-11-02,2013,44,11,6,44,2013,210
2013-11-03,2013,44,11,7,44,2013,163
2013-11-04,2013,45,11,1,45,2013,143
2013-11-05,2013,45,11,2,45,2013,553
2013-11-06,2013,45,11,3,45,2013,514
2013-11-07,2013,45,11,4,45,2013,361
2013-11-08,2013,45,11,5,45,2013,390
2013-11-09,2013,45,11,6,45,2013,176
2013-11-10,2013,45,11,7,45,2013,95
2013-11-11,2013,46,11,1,46,2013,478
2013-11-12,2013,46,11,2,46,2013,412
2013-11-13,2013,46,11,3,46,2013,628
2013-11-14,2013,46,11,4,46,2013,365
2013-11-15,2013,46,11,5,46,2013,359
2013-11-16,2013,46,11,6,46,2013,200
2013-11-17,2013,46,11,7,46,2013,120
2013-11-18,2013,47,11,1,47,2013,589
2013-11-19,2013,47,11,2,47,2013,535
2013-11-20,2013,47,11,3,47,2013,581
2013-11-21,2013,47,11,4,47,2013,441
2013-11-22,2013,47,11,5,47,2013,355
2013-11-23,2013,47,11,6,47,2013,174
2013-11-24,2013,47,11,7,47,2013,162
2013-11-25,2013,48,11,1,48,2013,610
2013-11-26,2013,48,11,2,48,2013,585
2013-11-27,2013,48,11,3,48,2013,463
2013-11-28,2013,48,11,4,48,2013,448
2013-11-29,2013,48,11,5,48,2013,425
2013-11-30,2013,48,11,6,48,2013,192
2013-12-01,2013,48,12,7,48,2013,144
2013-12-02,2013,49,12,1,49,2013,630
2013-12-03,2013,49,12,2,49,2013,519
2013-12-04,2013,49,12,3,49,2013,474
2013-12-05,2013,49,12,4,49,2013,435
2013-12-06,2013,49,12,5,49,2013,417
2013-12-07,2013,49,12,6,49,2013,157
2013-12-08,2013,49,12,7,49,2013,100
2013-12-09,2013,50,12,1,50,2013,593
2013-12-10,2013,50,12,2,50,2013,581
2013-12-11,2013,50,12,3,50,2013,503
2013-12-12,2013,50,12,4,50,2013,466
2013-12-13,2013,50,12,5,50,2013,473
2013-12-14,2013,50,12,6,50,2013,211
2013-12-15,2013,50,12,7,50,2013,112
2013-12-16,2013,51,12,1,51,2013,664
2013-12-17,2013,51,12,2,51,2013,513
2013-12-18,2013,51,12,3,51,2013,451
2013-12-19,2013,51,12,4,51,2013,406
2013-12-20,2013,51,12,5,51,2013,412
2013-12-21,2013,51,12,6,51,2013,192
2013-12-22,2013,51,12,7,51,2013,86
2013-12-23,2013,52,12,1,52,2013,538
2013-12-24,2013,52,12,2,52,2013,507
2013-12-25,2013,52,12,3,52,2013,383
2013-12-26,2013,52,12,4,52,2013,331
2013-12-27,2013,52,12,5,52,2013,333
2013-12-28,2013,52,12,6,52,2013,186
2013-12-29,2013,52,12,7,52,2013,88
2013-12-30,2013,1,12,1,1,2014,342
2013-12-31,2013,1,12,2,1,2014,204
2014-01-01,2014,1,1,3,1,2014,48
2014-01-02,2014,1,1,4,1,2014,125
2014-01-03,2014,1,1,5,1,2014,150
2014-01-04,2014,1,1,6,1,2014,196
2014-01-05,2014,1,1,7,1,2014,115
2014-01-06,2014,2,1,1,2,2014,160
2014-01-07,2014,2,1,2,2,2014,71
2014-01-08,2014,2,1,3,2,2014,162
2014-01-09,2014,2,1,4,2,2014,365
2014-01-10,2014,2,1,5,2,2014,362
2014-01-11,2014,2,1,6,2,2014,86
2014-01-12,2014,2,1,7,2,2014,61
2014-01-13,2014,3,1,1,3,2014,408
2014-01-14,2014,3,1,2,3,2014,312
2014-01-15,2014,3,1,3,3,2014,359
2014-01-16,2014,3,1,4,3,2014,282
2014-01-17,2014,3,1,5,3,2014,329
2014-01-18,2014,3,1,6,3,2014,130
2014-01-19,2014,3,1,7,3,2014,71
2014-01-20,2014,4,1,1,4,2014,454
2014-01-21,2014,4,1,2,4,2014,422
2014-01-22,2014,4,1,3,4,2014,334
2014-01-23,2014,4,1,4,4,2014,358
2014-01-24,2014,4,1,5,4,2014,338
2014-01-25,2014,4,1,6,4,2014,117
2014-01-26,2014,4,1,7,4,2014,63
2014-01-27,2014,5,1,1,5,2014,430
2014-01-28,2014,5,1,2,5,2014,407
2014-01-29,2014,5,1,3,5,2014,332
2014-01-30,2014,5,1,4,5,2014,326
2014-01-31,2014,5,1,5,5,2014,327
2014-02-01,2014,5,2,6,5,2014,110
2014-02-02,2014,5,2,7,5,2014,74
2014-02-03,2014,6,2,1,6,2014,506
2014-02-04,2014,6,2,2,6,2014,442
2014-02-05,2014,6,2,3,6,2014,340
2014-02-06,2014,6,2,4,6,2014,344
2014-02-07,2014,6,2,5,6,2014,315
2014-02-08,2014,6,2,6,6,2014,86
2014-02-09,2014,6,2,7,6,2014,72
2014-02-10,2014,7,2,1,7,2014,466
2014-02-11,2014,7,2,2,7,2014,382
2014-02-12,2014,7,2,3,7,2014,303
2014-02-13,2014,7,2,4,7,2014,316
2014-02-14,2014,7,2,5,7,2014,310
2014-02-15,2014,7,2,6,7,2014,81
2014-02-16,2014,7,2,7,7,2014,104
2014-02-17,2014,8,2,1,8,2014,473
2014-02-18,2014,8,2,2,8,2014,420
2014-02-19,2014,8,2,3,8,2014,330
2014-02-20,2014,8,2,4,8,2014,330
2014-02-21,2014,8,2,5,8,2014,303
2014-02-22,2014,8,2,6,8,2014,105
2014-02-23,2014,8,2,7,8,2014,71
2014-02-24,2014,9,2,1,9,2014,516
2014-02-25,2014,9,2,2,9,2014,403
2014-02-26,2014,9,2,3,9,2014,NA
2014-02-27,2014,9,2,4,9,2014,NA
2014-02-28,2014,9,2,5,9,2014,344
2014-03-01,2014,9,3,6,9,2014,107
2014-03-02,2014,9,3,7,9,2014,61
2014-03-03,2014,10,3,1,10,2014,526
2014-03-04,2014,10,3,2,10,2014,380
2014-03-05,2014,10,3,3,10,2014,410
2014-03-06,2014,10,3,4,10,2014,288
2014-03-07,2014,10,3,5,10,2014,328
2014-03-08,2014,10,3,6,10,2014,93
2014-03-09,2014,10,3,7,10,2014,143
2014-03-10,2014,11,3,1,11,2014,220
2014-03-11,2014,11,3,2,11,2014,593
2014-03-12,2014,11,3,3,11,2014,556
2014-03-13,2014,11,3,4,11,2014,452
2014-03-14,2014,11,3,5,11,2014,381
2014-03-15,2014,11,3,6,11,2014,104
2014-03-16,2014,11,3,7,11,2014,81
2014-03-17,2014,12,3,1,12,2014,600
2014-03-18,2014,12,3,2,12,2014,466
2014-03-19,2014,12,3,3,12,2014,396
2014-03-20,2014,12,3,4,12,2014,420
2014-03-21,2014,12,3,5,12,2014,305
2014-03-22,2014,12,3,6,12,2014,147
2014-03-23,2014,12,3,7,12,2014,90
2014-03-24,2014,13,3,1,13,2014,548
2014-03-25,2014,13,3,2,13,2014,359
2014-03-26,2014,13,3,3,13,2014,412
