epi_year_week,date,day,iso_week,epi_week,epi_year,date.1,day_off,break_day,holiday,day_off_sat,day_off_sun
2003-15,13.04.03,7,15,15,2003,2003-04-13,1.0,0.0,0.0,0.0,1.0
2003-16,14.04.03,1,16,16,2003,2003-04-14,0.0,0.0,0.0,0.0,0.0
2003-16,15.04.03,2,16,16,2003,2003-04-15,0.0,0.0,0.0,0.0,0.0
2003-16,16.04.03,3,16,16,2003,2003-04-16,0.0,0.0,0.0,0.0,0.0
2003-16,17.04.03,4,16,16,2003,2003-04-17,0.0,0.0,0.0,0.0,0.0
2003-16,18.04.03,5,16,16,2003,2003-04-18,0.0,0.0,0.0,0.0,0.0
2003-16,19.04.03,6,16,16,2003,2003-04-19,1.0,0.0,0.0,1.0,0.0
2003-16,20.04.03,7,16,16,2003,2003-04-20,1.0,0.0,0.0,0.0,1.0
2003-17,21.04.03,1,17,17,2003,2003-04-21,0.0,0.0,0.0,0.0,0.0
2003-17,22.04.03,2,17,17,2003,2003-04-22,0.0,0.0,0.0,0.0,0.0
2003-17,23.04.03,3,17,17,2003,2003-04-23,0.0,0.0,0.0,0.0,0.0
2003-17,24.04.03,4,17,17,2003,2003-04-24,0.0,0.0,0.0,0.0,0.0
2003-17,25.04.03,5,17,17,2003,2003-04-25,0.0,0.0,0.0,0.0,0.0
2003-17,26.04.03,6,17,17,2003,2003-04-26,1.0,0.0,0.0,1.0,0.0
2003-17,27.04.03,7,17,17,2003,2003-04-27,1.0,0.0,0.0,0.0,1.0
2003-18,28.04.03,1,18,18,2003,2003-04-28,0.0,0.0,0.0,0.0,0.0
2003-18,29.04.03,2,18,18,2003,2003-04-29,0.0,0.0,0.0,0.0,0.0
2003-18,30.04.03,3,18,18,2003,2003-04-30,0.0,0.0,0.1,0.0,0.0
2003-18,01.05.03,4,18,18,2003,2003-05-01,0.0,0.0,1.0,0.0,0.0
2003-18,02.05.03,5,18,18,2003,2003-05-02,0.0,0.0,1.0,0.0,0.0
2003-18,03.05.03,6,18,18,2003,2003-05-03,0.0,0.0,1.0,0.0,0.0
2003-18,04.05.03,7,18,18,2003,2003-05-04,0.0,0.0,1.0,0.0,0.0
2003-19,05.05.03,1,19,19,2003,2003-05-05,0.0,0.0,0.0,0.0,0.0
2003-19,06.05.03,2,19,19,2003,2003-05-06,0.0,0.0,0.0,0.0,0.0
2003-19,07.05.03,3,19,19,2003,2003-05-07,0.0,0.0,0.0,0.0,0.0
2003-19,08.05.03,4,19,19,2003,2003-05-08,0.0,0.0,0.1,0.0,0.0
2003-19,09.05.03,5,19,19,2003,2003-05-09,0.0,0.0,1.0,0.0,0.0
2003-19,10.05.03,6,19,19,2003,2003-05-10,0.0,0.0,1.0,0.0,0.0
2003-19,11.05.03,7,19,19,2003,2003-05-11,0.0,0.0,1.0,0.0,0.0
2003-20,12.05.03,1,20,20,2003,2003-05-12,0.0,0.0,0.0,0.0,0.0
2003-20,13.05.03,2,20,20,2003,2003-05-13,0.0,0.0,0.0,0.0,0.0
2003-20,14.05.03,3,20,20,2003,2003-05-14,0.0,0.0,0.0,0.0,0.0
2003-20,15.05.03,4,20,20,2003,2003-05-15,0.0,0.0,0.0,0.0,0.0
2003-20,16.05.03,5,20,20,2003,2003-05-16,0.0,0.0,0.0,0.0,0.0
2003-20,17.05.03,6,20,20,2003,2003-05-17,1.0,0.0,0.0,1.0,0.0
2003-20,18.05.03,7,20,20,2003,2003-05-18,1.0,0.0,0.0,0.0,1.0
2003-21,19.05.03,1,21,21,2003,2003-05-19,0.0,0.0,0.0,0.0,0.0
2003-21,20.05.03,2,21,21,2003,2003-05-20,0.0,0.0,0.0,0.0,0.0
2003-21,21.05.03,3,21,21,2003,2003-05-21,0.0,0.0,0.0,0.0,0.0
2003-21,22.05.03,4,21,21,2003,2003-05-22,0.0,0.0,0.0,0.0,0.0
2003-21,23.05.03,5,21,21,2003,2003-05-23,0.0,0.0,0.0,0.0,0.0
2003-21,24.05.03,6,21,21,2003,2003-05-24,1.0,0.0,0.0,1.0,0.0
2003-21,25.05.03,7,21,21,2003,2003-05-25,1.0,0.0,0.0,0.0,1.0
2003-22,26.05.03,1,22,22,2003,2003-05-26,0.0,0.0,0.0,0.0,0.0
2003-22,27.05.03,2,22,22,2003,2003-05-27,0.0,0.0,0.0,0.0,0.0
2003-22,28.05.03,3,22,22,2003,2003-05-28,0.0,0.0,0.0,0.0,0.0
2003-22,29.05.03,4,22,22,2003,2003-05-29,0.0,0.0,0.0,0.0,0.0
2003-22,30.05.03,5,22,22,2003,2003-05-30,0.0,0.0,0.0,0.0,0.0
2003-22,31.05.03,6,22,22,2003,2003-05-31,1.0,1.0,0.0,1.0,0.0
2003-22,01.06.03,7,22,22,2003,2003-06-01,1.0,1.0,0.0,0.0,1.0
2003-23,02.06.03,1,23,23,2003,2003-06-02,0.0,1.0,0.0,0.0,0.0
2003-23,03.06.03,2,23,23,2003,2003-06-03,0.0,1.0,0.0,0.0,0.0
2003-23,04.06.03,3,23,23,2003,2003-06-04,0.0,1.0,0.0,0.0,0.0
2003-23,05.06.03,4,23,23,2003,2003-06-05,0.0,1.0,0.0,0.0,0.0
2003-23,06.06.03,5,23,23,2003,2003-06-06,0.0,1.0,0.0,0.0,0.0
2003-23,07.06.03,6,23,23,2003,2003-06-07,1.0,1.0,0.0,1.0,0.0
2003-23,08.06.03,7,23,23,2003,2003-06-08,1.0,1.0,0.0,0.0,1.0
2003-24,09.06.03,1,24,24,2003,2003-06-09,0.0,1.0,0.0,0.0,0.0
2003-24,10.06.03,2,24,24,2003,2003-06-10,0.0,1.0,0.0,0.0,0.0
2003-24,11.06.03,3,24,24,2003,2003-06-11,0.0,1.0,0.1,0.0,0.0
2003-24,12.06.03,4,24,24,2003,2003-06-12,0.0,1.0,1.0,0.0,0.0
2003-24,13.06.03,5,24,24,2003,2003-06-13,0.0,1.0,1.0,0.0,0.0
2003-24,14.06.03,6,24,24,2003,2003-06-14,0.0,1.0,1.0,0.0,0.0
2003-24,15.06.03,7,24,24,2003,2003-06-15,0.0,1.0,1.0,0.0,0.0
2003-25,16.06.03,1,25,25,2003,2003-06-16,0.0,1.0,0.0,0.0,0.0
2003-25,17.06.03,2,25,25,2003,2003-06-17,0.0,1.0,0.0,0.0,0.0
2003-25,18.06.03,3,25,25,2003,2003-06-18,0.0,1.0,0.0,0.0,0.0
2003-25,19.06.03,4,25,25,2003,2003-06-19,0.0,1.0,0.0,0.0,0.0
2003-25,20.06.03,5,25,25,2003,2003-06-20,0.0,1.0,0.0,0.0,0.0
2003-25,21.06.03,6,25,25,2003,2003-06-21,0.0,1.0,0.0,0.0,0.0
2003-25,22.06.03,7,25,25,2003,2003-06-22,0.0,1.0,1.0,0.0,0.0
2003-26,23.06.03,1,26,26,2003,2003-06-23,0.0,1.0,0.0,0.0,0.0
2003-26,24.06.03,2,26,26,2003,2003-06-24,0.0,1.0,0.0,0.0,0.0
2003-26,25.06.03,3,26,26,2003,2003-06-25,0.0,1.0,0.0,0.0,0.0
2003-26,26.06.03,4,26,26,2003,2003-06-26,0.0,1.0,0.0,0.0,0.0
2003-26,27.06.03,5,26,26,2003,2003-06-27,0.0,1.0,0.0,0.0,0.0
2003-26,28.06.03,6,26,26,2003,2003-06-28,1.0,1.0,0.0,1.0,0.0
2003-26,29.06.03,7,26,26,2003,2003-06-29,1.0,1.0,0.0,0.0,1.0
2003-27,30.06.03,1,27,27,2003,2003-06-30,0.0,1.0,0.0,0.0,0.0
2003-27,01.07.03,2,27,27,2003,2003-07-01,0.0,1.0,0.0,0.0,0.0
2003-27,02.07.03,3,27,27,2003,2003-07-02,0.0,1.0,0.0,0.0,0.0
2003-27,03.07.03,4,27,27,2003,2003-07-03,0.0,1.0,0.0,0.0,0.0
2003-27,04.07.03,5,27,27,2003,2003-07-04,0.0,1.0,0.0,0.0,0.0
2003-27,05.07.03,6,27,27,2003,2003-07-05,1.0,1.0,0.0,1.0,0.0
2003-27,06.07.03,7,27,27,2003,2003-07-06,1.0,1.0,0.0,0.0,1.0
2003-28,07.07.03,1,28,28,2003,2003-07-07,0.0,1.0,0.0,0.0,0.0
2003-28,08.07.03,2,28,28,2003,2003-07-08,0.0,1.0,0.0,0.0,0.0
2003-28,09.07.03,3,28,28,2003,2003-07-09,0.0,1.0,0.0,0.0,0.0
2003-28,10.07.03,4,28,28,2003,2003-07-10,0.0,1.0,0.0,0.0,0.0
2003-28,11.07.03,5,28,28,2003,2003-07-11,0.0,1.0,0.0,0.0,0.0
2003-28,12.07.03,6,28,28,2003,2003-07-12,1.0,1.0,0.0,1.0,0.0
2003-28,13.07.03,7,28,28,2003,2003-07-13,1.0,1.0,0.0,0.0,1.0
2003-29,14.07.03,1,29,29,2003,2003-07-14,0.0,1.0,0.0,0.0,0.0
2003-29,15.07.03,2,29,29,2003,2003-07-15,0.0,1.0,0.0,0.0,0.0
2003-29,16.07.03,3,29,29,2003,2003-07-16,0.0,1.0,0.0,0.0,0.0
2003-29,17.07.03,4,29,29,2003,2003-07-17,0.0,1.0,0.0,0.0,0.0
2003-29,18.07.03,5,29,29,2003,2003-07-18,0.0,1.0,0.0,0.0,0.0
2003-29,19.07.03,6,29,29,2003,2003-07-19,1.0,1.0,0.0,1.0,0.0
2003-29,20.07.03,7,29,29,2003,2003-07-20,1.0,1.0,0.0,0.0,1.0
2003-30,21.07.03,1,30,30,2003,2003-07-21,0.0,1.0,0.0,0.0,0.0
2003-30,22.07.03,2,30,30,2003,2003-07-22,0.0,1.0,0.0,0.0,0.0
2003-30,23.07.03,3,30,30,2003,2003-07-23,0.0,1.0,0.0,0.0,0.0
2003-30,24.07.03,4,30,30,2003,2003-07-24,0.0,1.0,0.0,0.0,0.0
2003-30,25.07.03,5,30,30,2003,2003-07-25,0.0,1.0,0.0,0.0,0.0
2003-30,26.07.03,6,30,30,2003,2003-07-26,1.0,1.0,0.0,1.0,0.0
2003-30,27.07.03,7,30,30,2003,2003-07-27,1.0,1.0,0.0,0.0,1.0
2003-31,28.07.03,1,31,31,2003,2003-07-28,0.0,1.0,0.0,0.0,0.0
2003-31,29.07.03,2,31,31,2003,2003-07-29,0.0,1.0,0.0,0.0,0.0
2003-31,30.07.03,3,31,31,2003,2003-07-30,0.0,1.0,0.0,0.0,0.0
2003-31,31.07.03,4,31,31,2003,2003-07-31,0.0,1.0,0.0,0.0,0.0
2003-31,01.08.03,5,31,31,2003,2003-08-01,0.0,1.0,0.0,0.0,0.0
2003-31,02.08.03,6,31,31,2003,2003-08-02,1.0,1.0,0.0,1.0,0.0
2003-31,03.08.03,7,31,31,2003,2003-08-03,1.0,1.0,0.0,0.0,1.0
2003-32,04.08.03,1,32,32,2003,2003-08-04,0.0,1.0,0.0,0.0,0.0
2003-32,05.08.03,2,32,32,2003,2003-08-05,0.0,1.0,0.0,0.0,0.0
2003-32,06.08.03,3,32,32,2003,2003-08-06,0.0,1.0,0.0,0.0,0.0
2003-32,07.08.03,4,32,32,2003,2003-08-07,0.0,1.0,0.0,0.0,0.0
2003-32,08.08.03,5,32,32,2003,2003-08-08,0.0,1.0,0.0,0.0,0.0
2003-32,09.08.03,6,32,32,2003,2003-08-09,1.0,1.0,0.0,1.0,0.0
2003-32,10.08.03,7,32,32,2003,2003-08-10,1.0,1.0,0.0,0.0,1.0
2003-33,11.08.03,1,33,33,2003,2003-08-11,0.0,1.0,0.0,0.0,0.0
2003-33,12.08.03,2,33,33,2003,2003-08-12,0.0,1.0,0.0,0.0,0.0
2003-33,13.08.03,3,33,33,2003,2003-08-13,0.0,1.0,0.0,0.0,0.0
2003-33,14.08.03,4,33,33,2003,2003-08-14,0.0,1.0,0.0,0.0,0.0
2003-33,15.08.03,5,33,33,2003,2003-08-15,0.0,1.0,0.0,0.0,0.0
2003-33,16.08.03,6,33,33,2003,2003-08-16,1.0,1.0,0.0,1.0,0.0
2003-33,17.08.03,7,33,33,2003,2003-08-17,1.0,1.0,0.0,0.0,1.0
2003-34,18.08.03,1,34,34,2003,2003-08-18,0.0,1.0,0.0,0.0,0.0
2003-34,19.08.03,2,34,34,2003,2003-08-19,0.0,1.0,0.0,0.0,0.0
2003-34,20.08.03,3,34,34,2003,2003-08-20,0.0,1.0,0.0,0.0,0.0
2003-34,21.08.03,4,34,34,2003,2003-08-21,0.0,1.0,0.0,0.0,0.0
2003-34,22.08.03,5,34,34,2003,2003-08-22,0.0,1.0,0.0,0.0,0.0
2003-34,23.08.03,6,34,34,2003,2003-08-23,1.0,1.0,0.0,1.0,0.0
2003-34,24.08.03,7,34,34,2003,2003-08-24,1.0,1.0,0.0,0.0,1.0
2003-35,25.08.03,1,35,35,2003,2003-08-25,0.0,1.0,0.0,0.0,0.0
2003-35,26.08.03,2,35,35,2003,2003-08-26,0.0,1.0,0.0,0.0,0.0
2003-35,27.08.03,3,35,35,2003,2003-08-27,0.0,1.0,0.0,0.0,0.0
2003-35,28.08.03,4,35,35,2003,2003-08-28,0.0,1.0,0.0,0.0,0.0
2003-35,29.08.03,5,35,35,2003,2003-08-29,0.0,1.0,0.0,0.0,0.0
2003-35,30.08.03,6,35,35,2003,2003-08-30,1.0,1.0,0.0,1.0,0.0
2003-35,31.08.03,7,35,35,2003,2003-08-31,1.0,1.0,0.0,0.0,1.0
2003-36,01.09.03,1,36,36,2003,2003-09-01,0.0,0.0,0.0,0.0,0.0
2003-36,02.09.03,2,36,36,2003,2003-09-02,0.0,0.0,0.0,0.0,0.0
2003-36,03.09.03,3,36,36,2003,2003-09-03,0.0,0.0,0.0,0.0,0.0
2003-36,04.09.03,4,36,36,2003,2003-09-04,0.0,0.0,0.0,0.0,0.0
2003-36,05.09.03,5,36,36,2003,2003-09-05,0.0,0.0,0.0,0.0,0.0
2003-36,06.09.03,6,36,36,2003,2003-09-06,1.0,0.0,0.0,1.0,0.0
2003-36,07.09.03,7,36,36,2003,2003-09-07,1.0,0.0,0.0,0.0,1.0
2003-37,08.09.03,1,37,37,2003,2003-09-08,0.0,0.0,0.0,0.0,0.0
2003-37,09.09.03,2,37,37,2003,2003-09-09,0.0,0.0,0.0,0.0,0.0
2003-37,10.09.03,3,37,37,2003,2003-09-10,0.0,0.0,0.0,0.0,0.0
2003-37,11.09.03,4,37,37,2003,2003-09-11,0.0,0.0,0.0,0.0,0.0
2003-37,12.09.03,5,37,37,2003,2003-09-12,0.0,0.0,0.0,0.0,0.0
2003-37,13.09.03,6,37,37,2003,2003-09-13,1.0,0.0,0.0,1.0,0.0
2003-37,14.09.03,7,37,37,2003,2003-09-14,1.0,0.0,0.0,0.0,1.0
2003-38,15.09.03,1,38,38,2003,2003-09-15,0.0,0.0,0.0,0.0,0.0
2003-38,16.09.03,2,38,38,2003,2003-09-16,0.0,0.0,0.0,0.0,0.0
2003-38,17.09.03,3,38,38,2003,2003-09-17,0.0,0.0,0.0,0.0,0.0
2003-38,18.09.03,4,38,38,2003,2003-09-18,0.0,0.0,0.0,0.0,0.0
2003-38,19.09.03,5,38,38,2003,2003-09-19,0.0,0.0,0.0,0.0,0.0
2003-38,20.09.03,6,38,38,2003,2003-09-20,1.0,0.0,0.0,1.0,0.0
2003-38,21.09.03,7,38,38,2003,2003-09-21,1.0,0.0,0.0,0.0,1.0
2003-39,22.09.03,1,39,39,2003,2003-09-22,0.0,0.0,0.0,0.0,0.0
2003-39,23.09.03,2,39,39,2003,2003-09-23,0.0,0.0,0.0,0.0,0.0
2003-39,24.09.03,3,39,39,2003,2003-09-24,0.0,0.0,0.0,0.0,0.0
2003-39,25.09.03,4,39,39,2003,2003-09-25,0.0,0.0,0.0,0.0,0.0
2003-39,26.09.03,5,39,39,2003,2003-09-26,0.0,0.0,0.0,0.0,0.0
2003-39,27.09.03,6,39,39,2003,2003-09-27,1.0,0.0,0.0,1.0,0.0
2003-39,28.09.03,7,39,39,2003,2003-09-28,1.0,0.0,0.0,0.0,1.0
2003-40,29.09.03,1,40,40,2003,2003-09-29,0.0,0.0,0.0,0.0,0.0
2003-40,30.09.03,2,40,40,2003,2003-09-30,0.0,0.0,0.0,0.0,0.0
2003-40,01.10.03,3,40,40,2003,2003-10-01,0.0,0.0,0.0,0.0,0.0
2003-40,02.10.03,4,40,40,2003,2003-10-02,0.0,0.0,0.0,0.0,0.0
2003-40,03.10.03,5,40,40,2003,2003-10-03,0.0,0.0,0.0,0.0,0.0
2003-40,04.10.03,6,40,40,2003,2003-10-04,1.0,0.0,0.0,1.0,0.0
2003-40,05.10.03,7,40,40,2003,2003-10-05,1.0,0.0,0.0,0.0,1.0
2003-41,06.10.03,1,41,41,2003,2003-10-06,0.0,0.0,0.0,0.0,0.0
2003-41,07.10.03,2,41,41,2003,2003-10-07,0.0,0.0,0.0,0.0,0.0
2003-41,08.10.03,3,41,41,2003,2003-10-08,0.0,0.0,0.0,0.0,0.0
2003-41,09.10.03,4,41,41,2003,2003-10-09,0.0,0.0,0.0,0.0,0.0
2003-41,10.10.03,5,41,41,2003,2003-10-10,0.0,0.0,0.0,0.0,0.0
2003-41,11.10.03,6,41,41,2003,2003-10-11,1.0,0.0,0.0,1.0,0.0
2003-41,12.10.03,7,41,41,2003,2003-10-12,1.0,0.0,0.0,0.0,1.0
2003-42,13.10.03,1,42,42,2003,2003-10-13,0.0,0.0,0.0,0.0,0.0
2003-42,14.10.03,2,42,42,2003,2003-10-14,0.0,0.0,0.0,0.0,0.0
2003-42,15.10.03,3,42,42,2003,2003-10-15,0.0,0.0,0.0,0.0,0.0
2003-42,16.10.03,4,42,42,2003,2003-10-16,0.0,0.0,0.0,0.0,0.0
2003-42,17.10.03,5,42,42,2003,2003-10-17,0.0,0.0,0.0,0.0,0.0
2003-42,18.10.03,6,42,42,2003,2003-10-18,1.0,0.0,0.0,1.0,0.0
2003-42,19.10.03,7,42,42,2003,2003-10-19,1.0,0.0,0.0,0.0,1.0
2003-43,20.10.03,1,43,43,2003,2003-10-20,0.0,0.0,0.0,0.0,0.0
2003-43,21.10.03,2,43,43,2003,2003-10-21,0.0,0.0,0.0,0.0,0.0
2003-43,22.10.03,3,43,43,2003,2003-10-22,0.0,0.0,0.0,0.0,0.0
2003-43,23.10.03,4,43,43,2003,2003-10-23,0.0,0.0,0.0,0.0,0.0
2003-43,24.10.03,5,43,43,2003,2003-10-24,0.0,0.0,0.0,0.0,0.0
2003-43,25.10.03,6,43,43,2003,2003-10-25,1.0,0.0,0.0,1.0,0.0
2003-43,26.10.03,7,43,43,2003,2003-10-26,1.0,0.0,0.0,0.0,1.0
2003-44,27.10.03,1,44,44,2003,2003-10-27,0.0,0.0,0.0,0.0,0.0
2003-44,28.10.03,2,44,44,2003,2003-10-28,0.0,0.0,0.0,0.0,0.0
2003-44,29.10.03,3,44,44,2003,2003-10-29,0.0,0.0,0.0,0.0,0.0
2003-44,30.10.03,4,44,44,2003,2003-10-30,0.0,0.0,0.0,0.0,0.0
2003-44,31.10.03,5,44,44,2003,2003-10-31,0.0,0.0,0.0,0.0,0.0
2003-44,01.11.03,6,44,44,2003,2003-11-01,1.0,0.0,0.0,1.0,0.0
2003-44,02.11.03,7,44,44,2003,2003-11-02,1.0,1.0,0.0,0.0,1.0
2003-45,03.11.03,1,45,45,2003,2003-11-03,0.0,1.0,0.0,0.0,0.0
2003-45,04.11.03,2,45,45,2003,2003-11-04,0.0,1.0,0.0,0.0,0.0
2003-45,05.11.03,3,45,45,2003,2003-11-05,0.0,1.0,0.0,0.0,0.0
2003-45,06.11.03,4,45,45,2003,2003-11-06,0.0,1.0,0.1,0.0,0.0
2003-45,07.11.03,5,45,45,2003,2003-11-07,0.0,1.0,1.0,0.0,0.0
2003-45,08.11.03,6,45,45,2003,2003-11-08,0.0,1.0,1.0,0.0,0.0
2003-45,09.11.03,7,45,45,2003,2003-11-09,0.0,1.0,1.0,0.0,0.0
2003-46,10.11.03,1,46,46,2003,2003-11-10,0.0,0.0,0.0,0.0,0.0
2003-46,11.11.03,2,46,46,2003,2003-11-11,0.0,0.0,0.0,0.0,0.0
2003-46,12.11.03,3,46,46,2003,2003-11-12,0.0,0.0,0.0,0.0,0.0
2003-46,13.11.03,4,46,46,2003,2003-11-13,0.0,0.0,0.0,0.0,0.0
2003-46,14.11.03,5,46,46,2003,2003-11-14,0.0,0.0,0.0,0.0,0.0
2003-46,15.11.03,6,46,46,2003,2003-11-15,1.0,0.0,0.0,1.0,0.0
2003-46,16.11.03,7,46,46,2003,2003-11-16,1.0,0.0,0.0,0.0,1.0
2003-47,17.11.03,1,47,47,2003,2003-11-17,0.0,0.0,0.0,0.0,0.0
2003-47,18.11.03,2,47,47,2003,2003-11-18,0.0,0.0,0.0,0.0,0.0
2003-47,19.11.03,3,47,47,2003,2003-11-19,0.0,0.0,0.0,0.0,0.0
2003-47,20.11.03,4,47,47,2003,2003-11-20,0.0,0.0,0.0,0.0,0.0
2003-47,21.11.03,5,47,47,2003,2003-11-21,0.0,0.0,0.0,0.0,0.0
2003-47,22.11.03,6,47,47,2003,2003-11-22,1.0,0.0,0.0,1.0,0.0
2003-47,23.11.03,7,47,47,2003,2003-11-23,1.0,0.0,0.0,0.0,1.0
2003-48,24.11.03,1,48,48,2003,2003-11-24,0.0,0.0,0.0,0.0,0.0
2003-48,25.11.03,2,48,48,2003,2003-11-25,0.0,0.0,0.0,0.0,0.0
2003-48,26.11.03,3,48,48,2003,2003-11-26,0.0,0.0,0.0,0.0,0.0
2003-48,27.11.03,4,48,48,2003,2003-11-27,0.0,0.0,0.0,0.0,0.0
2003-48,28.11.03,5,48,48,2003,2003-11-28,0.0,0.0,0.0,0.0,0.0
2003-48,29.11.03,6,48,48,2003,2003-11-29,1.0,0.0,0.0,1.0,0.0
2003-48,30.11.03,7,48,48,2003,2003-11-30,1.0,0.0,0.0,0.0,1.0
2003-49,01.12.03,1,49,49,2003,2003-12-01,0.0,0.0,0.0,0.0,0.0
2003-49,02.12.03,2,49,49,2003,2003-12-02,0.0,0.0,0.0,0.0,0.0
2003-49,03.12.03,3,49,49,2003,2003-12-03,0.0,0.0,0.0,0.0,0.0
2003-49,04.12.03,4,49,49,2003,2003-12-04,0.0,0.0,0.0,0.0,0.0
2003-49,05.12.03,5,49,49,2003,2003-12-05,0.0,0.0,0.0,0.0,0.0
2003-49,06.12.03,6,49,49,2003,2003-12-06,1.0,0.0,0.0,1.0,0.0
2003-49,07.12.03,7,49,49,2003,2003-12-07,1.0,0.0,0.0,0.0,1.0
2003-50,08.12.03,1,50,50,2003,2003-12-08,0.0,0.0,0.0,0.0,0.0
2003-50,09.12.03,2,50,50,2003,2003-12-09,0.0,0.0,0.0,0.0,0.0
2003-50,10.12.03,3,50,50,2003,2003-12-10,0.0,0.0,0.0,0.0,0.0
2003-50,11.12.03,4,50,50,2003,2003-12-11,0.0,0.0,0.1,0.0,0.0
2003-50,12.12.03,5,50,50,2003,2003-12-12,0.0,0.0,1.0,0.0,0.0
2003-50,13.12.03,6,50,50,2003,2003-12-13,0.0,0.0,1.0,0.0,0.0
2003-50,14.12.03,7,50,50,2003,2003-12-14,0.0,0.0,1.0,0.0,0.0
2003-51,15.12.03,1,51,51,2003,2003-12-15,0.0,0.0,0.0,0.0,0.0
2003-51,16.12.03,2,51,51,2003,2003-12-16,0.0,0.0,0.0,0.0,0.0
2003-51,17.12.03,3,51,51,2003,2003-12-17,0.0,0.0,0.0,0.0,0.0
2003-51,18.12.03,4,51,51,2003,2003-12-18,0.0,0.0,0.0,0.0,0.0
2003-51,19.12.03,5,51,51,2003,2003-12-19,0.0,0.0,0.0,0.0,0.0
2003-51,20.12.03,6,51,51,2003,2003-12-20,1.0,0.0,0.0,1.0,0.0
2003-51,21.12.03,7,51,51,2003,2003-12-21,1.0,0.0,0.0,0.0,1.0
2003-52,22.12.03,1,52,52,2003,2003-12-22,0.0,0.0,0.0,0.0,0.0
2003-52,23.12.03,2,52,52,2003,2003-12-23,0.0,0.0,0.0,0.0,0.0
2003-52,24.12.03,3,52,52,2003,2003-12-24,0.0,0.0,0.0,0.0,0.0
2003-52,25.12.03,4,52,52,2003,2003-12-25,0.0,0.0,0.0,0.0,0.0
2003-52,26.12.03,5,52,52,2003,2003-12-26,0.0,0.0,0.0,0.0,0.0
2003-52,27.12.03,6,52,52,2003,2003-12-27,1.0,0.0,0.0,1.0,0.0
2003-52,28.12.03,7,52,52,2003,2003-12-28,1.0,1.0,0.0,0.0,1.0
2004-01,29.12.03,1,1,1,2004,2003-12-29,0.0,1.0,0.0,0.0,0.0
2004-01,30.12.03,2,1,1,2004,2003-12-30,0.0,1.0,0.0,0.0,0.0
2004-01,31.12.03,3,1,1,2004,2003-12-31,0.0,1.0,0.1,0.0,0.0
2004-01,01.01.04,4,1,1,2004,2004-01-01,0.0,1.0,1.0,0.0,0.0
2004-01,02.01.04,5,1,1,2004,2004-01-02,0.0,1.0,1.0,0.0,0.0
2004-01,03.01.04,6,1,1,2004,2004-01-03,0.0,1.0,1.0,0.0,0.0
2004-01,04.01.04,7,1,1,2004,2004-01-04,0.0,1.0,1.0,0.0,0.0
2004-02,05.01.04,1,2,2,2004,2004-01-05,0.0,1.0,0.0,0.0,0.0
2004-02,06.01.04,2,2,2,2004,2004-01-06,0.0,1.0,0.1,0.0,0.0
2004-02,07.01.04,3,2,2,2004,2004-01-07,0.0,1.0,1.0,0.0,0.0
2004-02,08.01.04,4,2,2,2004,2004-01-08,0.0,1.0,0.0,0.0,0.0
2004-02,09.01.04,5,2,2,2004,2004-01-09,0.0,1.0,0.0,0.0,0.0
2004-02,10.01.04,6,2,2,2004,2004-01-10,1.0,0.0,0.0,1.0,0.0
2004-02,11.01.04,7,2,2,2004,2004-01-11,1.0,0.0,0.0,0.0,1.0
2004-03,12.01.04,1,3,3,2004,2004-01-12,0.0,0.0,0.0,0.0,0.0
2004-03,13.01.04,2,3,3,2004,2004-01-13,0.0,0.0,0.0,0.0,0.0
2004-03,14.01.04,3,3,3,2004,2004-01-14,0.0,0.0,0.0,0.0,0.0
2004-03,15.01.04,4,3,3,2004,2004-01-15,0.0,0.0,0.0,0.0,0.0
2004-03,16.01.04,5,3,3,2004,2004-01-16,0.0,0.0,0.0,0.0,0.0
2004-03,17.01.04,6,3,3,2004,2004-01-17,1.0,0.0,0.0,1.0,0.0
2004-03,18.01.04,7,3,3,2004,2004-01-18,1.0,0.0,0.0,0.0,1.0
2004-04,19.01.04,1,4,4,2004,2004-01-19,0.0,0.0,0.0,0.0,0.0
2004-04,20.01.04,2,4,4,2004,2004-01-20,0.0,0.0,0.0,0.0,0.0
2004-04,21.01.04,3,4,4,2004,2004-01-21,0.0,0.0,0.0,0.0,0.0
2004-04,22.01.04,4,4,4,2004,2004-01-22,0.0,0.0,0.0,0.0,0.0
2004-04,23.01.04,5,4,4,2004,2004-01-23,0.0,0.0,0.0,0.0,0.0
2004-04,24.01.04,6,4,4,2004,2004-01-24,1.0,0.0,0.0,1.0,0.0
2004-04,25.01.04,7,4,4,2004,2004-01-25,1.0,0.0,0.0,0.0,1.0
2004-05,26.01.04,1,5,5,2004,2004-01-26,0.0,0.0,0.0,0.0,0.0
2004-05,27.01.04,2,5,5,2004,2004-01-27,0.0,0.0,0.0,0.0,0.0
2004-05,28.01.04,3,5,5,2004,2004-01-28,0.0,0.0,0.0,0.0,0.0
2004-05,29.01.04,4,5,5,2004,2004-01-29,0.0,0.0,0.0,0.0,0.0
2004-05,30.01.04,5,5,5,2004,2004-01-30,0.0,0.0,0.0,0.0,0.0
2004-05,31.01.04,6,5,5,2004,2004-01-31,1.0,0.0,0.0,1.0,0.0
2004-05,01.02.04,7,5,5,2004,2004-02-01,1.0,0.0,0.0,0.0,1.0
2004-06,02.02.04,1,6,6,2004,2004-02-02,0.0,0.0,0.0,0.0,0.0
