epi_year,epi_week,count
2017,3,2464
2017,4,3157.999999999999
2017,5,3235.999999999998
2017,6,2877
2017,7,2198
2017,8,1183
2017,9,1443.999999999998
2017,10,1452.999999999996
2017,11,1689.9999999999968
2017,12,1636.999999999994
2017,13,1450.999999999998
2017,14,1618.999999999998
2017,15,1583.999999999998
2017,16,1722
2017,17,1249.999999999996
2017,18,1062.999999999994
2017,19,1353.9999999999968
2017,20,1341.999999999995
2017,21,1227.9999999999968
2017,22,1092.999999999999
2017,23,763.999999999999
2017,24,854.999999999999
2017,25,693
2017,26,656.9999999999997
2017,27,602
2017,28,571.9999999999999
2017,29,616.9999999999997
2017,30,595.9999999999997
2017,31,800.999999999997
2017,32,938
2017,33,914.9999999999951
2017,34,935.9999999999951
2017,35,877.999999999997
2017,36,1596
2017,37,2419.999999999995
2017,38,2300.999999999995
2017,39,1995
2017,40,1982.999999999998
2017,41,1730.999999999998
2017,42,1802.999999999996
2017,43,1747.999999999995
2017,44,1835.499999999995
2017,45,1922.999999999995
2017,46,1948.9999999999968
2017,47,1900.999999999996
2017,48,2116.999999999997
2017,49,2145.999999999996
2017,50,2234.999999999998
2017,51,2020.999999999995
2017,52,1311.9999999999968
2018,1,1534.999999999998
2018,2,1753.999999999996
2018,3,2000.9999999999998
2018,4,1977
2018,5,2549
2018,6,3247
2018,7,3491
2018,8,2746
2018,9,2714
2018,10,2018
