epi_year,epi_week,count
2007,1,294.9999999999997
2007,2,800.999999999997
2007,3,1006.9999999999941
2007,4,1806.999999999999
2007,5,2723.999999999999
2007,6,3126.999999999995
2007,7,2422.999999999999
2007,8,1387.999999999998
2007,9,1130.999999999996
2007,10,812.999999999999
2007,11,1008.999999999999
2007,12,1101.9999999999968
2007,13,945.999999999999
2007,14,1348.999999999995
2007,15,1326.999999999996
2007,16,1177.999999999998
2007,17,1104.999999999994
2007,18,679.9999999999997
2007,19,631.9999999999994
2007,20,719.999999999994
2007,21,725.999999999995
2007,22,527.9999999999998
2007,23,532.9999999999997
2007,24,334.9999999999996
2007,25,371.9999999999997
2007,26,362.9999999999996
2007,27,380.99999999999983
2007,28,416.9999999999995
2007,29,507.9999999999995
2007,30,364
2007,31,427.9999999999997
2007,32,416.9999999999995
2007,33,450.99999999999983
2007,34,443.99999999999983
2007,35,469
2007,36,766.999999999996
2007,37,1341.999999999995
2007,38,1562.999999999998
2007,39,1475.999999999994
2007,40,1379
2007,41,1228.999999999996
2007,42,1295
2007,43,1038.9999999999968
2007,44,882.999999999999
2007,45,721
2007,46,947.9999999999969
2007,47,1159.999999999995
2007,48,1115.9999999999968
2007,49,1370.999999999994
2007,50,1369.999999999995
2007,51,1307.999999999994
2007,52,770.999999999999
2008,1,385.9999999999997
2008,2,917
2008,3,1397.999999999995
2008,4,1876.999999999999
2008,5,1753.999999999996
2008,6,2471
2008,7,1907.999999999996
2008,8,1764
2008,9,1566.999999999994
2008,10,1563.9999999999968
2008,11,1121.999999999998
2008,12,1323
2008,13,1225
2008,14,1138.999999999995
2008,15,1146.999999999994
2008,16,1075.999999999995
2008,17,998.9999999999951
2008,18,1008.999999999999
2008,19,910.999999999999
2008,20,756
2008,21,899.9999999999959
2008,22,847
2008,23,647.9999999999995
2008,24,791.999999999999
2008,25,567.9999999999997
2008,26,520.9999999999998
2008,27,469.99999999999966
2008,28,409.9999999999995
2008,29,399.9999999999997
2008,30,541.9999999999998
2008,31,613.9999999999999
2008,32,567.9999999999997
2008,33,539.9999999999997
2008,34,634.9999999999999
2008,35,585.9999999999999
2008,36,602.9999999999997
2008,37,943.9999999999941
2008,38,1267.999999999999
2008,39,1625.999999999998
2008,40,1566.999999999994
2008,41,1503.999999999994
2008,42,1346.9999999999968
2008,43,1187.999999999995
2008,44,1096.999999999995
2008,45,758.999999999997
2008,46,910
2008,47,1135.999999999998
2008,48,1204.999999999999
2008,49,1228.999999999996
2008,50,1365.999999999999
2008,51,1432.999999999995
2008,52,1452.999999999996
2008,53,1198.999999999998
2009,1,379.9999999999994
2009,2,826
2009,3,850.999999999996
2009,4,1041.999999999994
2009,5,1223.999999999994
2009,6,1381.9999999999968
2009,7,1439.999999999995
2009,8,1080.9999999999968
2009,9,1668.9999999999968
2009,10,1299.999999999995
2009,11,1299.999999999995
2009,12,1449.999999999999
2009,13,1220.9999999999968
2009,14,1249.999999999996
2009,15,1073.9999999999968
2009,16,1172.999999999996
2009,17,1129.9999999999968
2009,18,746.999999999995
2009,19,698.9999999999997
2009,20,892.999999999996
2009,21,842.999999999997
2009,22,795.999999999995
2009,23,682.9999999999995
2009,24,395.9999999999995
2009,25,427.9999999999997
2009,26,441.9999999999997
2009,27,520.9999999999998
2009,28,452.9999999999999
2009,29,427.9999999999997
2009,30,494.9999999999999
2009,31,504
2009,32,530.9999999999997
2009,33,542.9999999999995
2009,34,504
2009,35,665.9999999999997
2009,36,807.999999999997
2009,37,1470
2009,38,1813.999999999999
2009,39,1716.999999999998
2009,40,1589.999999999999
2009,41,1572.999999999995
2009,42,1778
2009,43,6762
2009,44,7231
2009,45,5034.999999999998
2009,46,2227.999999999998
2009,47,1547.999999999999
2009,48,1354.999999999996
2009,49,1248.9999999999968
2009,50,1309.999999999999
2009,51,1489.999999999994
2009,52,1076.999999999994
2010,1,1017.9999999999969
2010,2,1439.999999999995
2010,3,959
2010,4,1206.9999999999968
2010,5,1411.999999999995
2010,6,1438.999999999996
2010,7,1481.999999999995
2010,8,935.9999999999951
2010,9,1829.9999999999968
2010,10,1501.999999999996
2010,11,1878.9999999999968
2010,12,1804.9999999999939
2010,13,1962.9999999999968
2010,14,1601.999999999994
2010,15,1246.999999999999
2010,16,1219.999999999998
2010,17,1428
2010,18,817.999999999994
2010,19,798.999999999999
2010,20,977.9999999999951
2010,21,890.999999999998
2010,22,934.9999999999959
2010,23,766.999999999996
2010,24,539
2010,25,520.9999999999998
2010,26,583.9999999999998
2010,27,705.999999999994
2010,28,707
2010,29,672.9999999999997
2010,30,603.9999999999994
2010,31,543.9999999999999
2010,32,618.9999999999998
2010,33,598.9999999999995
2010,34,667.9999999999998
2010,35,886.999999999995
2010,36,983.9999999999959
2010,37,1540.999999999999
2010,38,1859.999999999995
2010,39,2103.999999999996
2010,40,1750.999999999999
2010,41,1785
2010,42,1401.999999999998
2010,43,1475.999999999994
2010,44,1178.9999999999968
2010,45,850.999999999996
2010,46,1360.9999999999968
2010,47,1402.9999999999968
2010,48,1596
2010,49,1666
2010,50,1811.9999999999939
2010,51,1534.999999999998
2010,52,1171.9999999999968
2011,1,1171.9999999999968
2011,2,903
2011,3,1139.999999999994
2011,4,1173.999999999995
2011,5,1698.999999999995
2011,6,2451.999999999998
2011,7,2711.999999999997
2011,8,2490.9999999999936
2011,9,1642.999999999995
2011,10,1787.9999999999968
2011,11,1255.9999999999968
2011,12,1559.999999999994
2011,13,1365
2011,14,1134
2011,15,1125.999999999994
2011,16,1059.9999999999968
2011,17,1124.999999999995
2011,18,1165.999999999996
2011,19,910.999999999999
2011,20,785.999999999998
2011,21,850.999999999996
2011,22,869.999999999998
2011,23,873.999999999994
2011,24,693.9999999999997
2011,25,553.9999999999997
2011,26,469
2011,27,512.9999999999994
2011,28,467.99999999999966
2011,29,576.9999999999998
2011,30,663.9999999999997
2011,31,616
2011,32,644.9999999999997
2011,33,670.9999999999997
2011,34,723.999999999997
2011,35,819.999999999999
2011,36,920.9999999999959
2011,37,1460.999999999995
2011,38,2044.999999999999
2011,39,2103.999999999996
2011,40,1776.999999999994
2011,41,1446.999999999995
2011,42,1387.999999999998
2011,43,1281
2011,44,1255.9999999999968
2011,45,1090.999999999994
2011,46,1130.999999999996
2011,47,1278.999999999995
2011,48,1655.999999999996
2011,49,1542.9999999999968
2011,50,1584.9999999999968
2011,51,1688.999999999998
2011,52,1447.999999999994
2012,1,981.999999999998
2012,2,1324.999999999998
2012,3,1115.9999999999968
2012,4,1205.999999999998
2012,5,1449.999999999999
2012,6,1604.999999999998
2012,7,1925
2012,8,2145.999999999996
2012,9,2062.999999999995
2012,10,2756.9999999999936
2012,11,2509.999999999996
2012,12,2420.9999999999936
2012,13,2184
2012,14,1859.999999999995
2012,15,1708.999999999999
2012,16,1701
2012,17,1485.999999999998
2012,18,970.9999999999951
2012,19,873.999999999994
2012,20,924
2012,21,1001
2012,22,903
2012,23,970.9999999999951
2012,24,561.9999999999994
2012,25,626.9999999999995
2012,26,604.9999999999998
2012,27,668.9999999999995
2012,28,627.9999999999999
2012,29,708.999999999998
2012,30,819.999999999999
2012,31,809.999999999995
2012,32,758.999999999997
2012,33,850.999999999996
2012,34,926.9999999999969
2012,35,882
2012,36,931.999999999999
2012,37,1244.999999999994
2012,38,2188.999999999995
2012,39,2150.999999999998
2012,40,2073.999999999998
2012,41,2020.999999999995
2012,42,1745.9999999999968
2012,43,1821.999999999998
2012,44,1625.999999999998
2012,45,1037.999999999998
2012,46,1291.999999999996
2012,47,1325.9999999999968
2012,48,1349.999999999994
2012,49,1460.999999999995
2012,50,1719.999999999995
2012,51,1526
2012,52,1417.999999999996
2013,1,891.999999999997
2013,2,849.999999999997
2013,3,975.9999999999969
2013,4,1463
2013,5,1751.999999999998
2013,6,1863.999999999998
2013,7,2195.999999999995
2013,8,2532.9999999999936
2013,9,2509.999999999996
2013,10,2345
2013,11,1471.999999999998
2013,12,1689.9999999999968
2013,13,1450.999999999998
2013,14,1125.999999999994
2013,15,1176.999999999999
2013,16,1179.999999999996
2013,17,1169
2013,18,754.999999999994
2013,19,494.9999999999999
2013,20,379.9999999999994
2013,21,754.999999999994
2013,22,784
2013,23,759.999999999996
2013,24,523.9999999999997
2013,25,586.9999999999997
2013,26,595
2013,27,533.9999999999994
2013,28,537.9999999999997
2013,29,470.99999999999943
2013,30,434
2013,31,602.9999999999997
2013,32,630
2013,33,651.9999999999997
2013,34,752.999999999996
2013,35,831.999999999994
2013,36,791
2013,37,1291.999999999996
2013,38,1822.9999999999968
2013,39,1803.999999999995
2013,40,1764
2013,41,1649.999999999995
2013,42,1345.999999999998
2013,43,1414
2013,44,1458.9999999999968
2013,45,957.9999999999941
2013,46,1337
2013,47,1300.999999999994
2013,48,1440.999999999994
2013,49,1513.999999999998
2013,50,1514.9999999999968
2013,51,1625.999999999998
2013,52,1417.999999999996
2014,1,1222.999999999995
2014,2,1131.999999999995
2014,3,970.9999999999951
2014,4,1158.999999999996
2014,5,1556.9999999999968
2014,6,1902.9999999999939
2014,7,2299.999999999996
2014,8,2353.999999999998
2014,9,2024.999999999998
2014,10,1836.9999999999968
2014,11,1197.999999999999
2014,12,1646.999999999998
2014,13,1409.9999999999968
2014,14,1305.999999999996
2014,15,1439.999999999995
2014,16,1355.999999999995
2014,17,1225
2014,18,919.9999999999969
2014,19,749.999999999999
2014,20,868.999999999999
2014,21,1085
2014,22,1068.999999999995
2014,23,796.999999999994
2014,24,890.999999999998
2014,25,504
2014,26,759.999999999996
2014,27,581
2014,28,659.9999999999994
2014,29,523.9999999999997
2014,30,582.9999999999994
2014,31,616
2014,32,604.9999999999998
2014,33,700
2014,34,733.999999999994
2014,35,791.999999999999
2014,36,775.999999999994
2014,37,1048.999999999994
2014,38,1764.999999999999
2014,39,2018.9999999999968
2014,40,1834
2014,41,1666
2014,42,1431.999999999996
2014,43,1355.999999999995
2014,44,1468.999999999994
2014,45,773.999999999996
2014,46,1566.999999999994
2014,47,1543.999999999996
2014,48,1736.999999999999
2014,49,1701
2014,50,1789.999999999995
2014,51,1638.999999999999
2014,52,1445.999999999996
2015,1,1087.9999999999968
2015,2,703.999999999996
2015,3,693
2015,4,1557.999999999996
2015,5,2389.999999999997
2015,6,3519.9999999999936
2015,7,2898.999999999999
2015,8,2979.999999999995
2015,9,1920.9999999999968
2015,10,2357.9999999999936
2015,11,1659.999999999999
2015,12,2468.999999999995
2015,13,1708
2015,14,1474.999999999995
2015,15,1363.999999999994
2015,16,1536.999999999996
2015,17,1550.999999999996
2015,18,1351
2015,19,673.9999999999994
2015,20,938.999999999999
2015,21,1338.999999999998
2015,22,1281.999999999999
2015,23,952
2015,24,960.999999999998
2015,25,635.9999999999997
2015,26,618.9999999999998
2015,27,568.9999999999994
2015,28,518
2015,29,532
2015,30,476.99999999999966
2015,31,525
2015,32,625.9999999999998
2015,33,672
2015,34,798.999999999999
2015,35,903.999999999999
2015,36,868.999999999999
2015,37,1271.999999999995
2015,38,2051.999999999999
2015,39,2088.999999999997
2015,40,1687.999999999999
2015,41,1764
2015,42,1452.999999999996
2015,43,1269.9999999999968
2015,44,1312.999999999996
2015,45,978.9999999999941
2015,46,1071.999999999999
2015,47,1307.999999999994
2015,48,1534.999999999998
2015,49,1718.999999999996
2015,50,1549.9999999999968
2015,51,1713.999999999994
2015,52,1722
2015,53,1109.999999999996
2016,1,497.99999999999966
2016,2,849.999999999997
2016,3,1331.999999999998
2016,4,2202.999999999995
2016,5,3003.999999999999
2016,6,3047.999999999997
2016,7,2628.999999999996
2016,8,2017.999999999998
2016,9,2158.999999999997
2016,10,1318.9999999999968
2016,11,1794.9999999999968
2016,12,1453.999999999995
2016,13,1375.999999999996
2016,14,1228.999999999996
2016,15,1166.999999999995
2016,16,1250.999999999995
2016,17,1205.999999999998
2016,18,742.999999999999
2016,19,732.999999999995
2016,20,838.999999999994
2016,21,1072.999999999998
2016,22,1197.999999999999
2016,23,840.999999999999
2016,24,621.9999999999997
2016,25,651
2016,26,614.9999999999997
2016,27,611.9999999999998
2016,28,490
2016,29,547.9999999999994
2016,30,588.9999999999997
2016,31,696.9999999999995
2016,32,753.999999999995
2016,33,751.999999999997
2016,34,884.999999999997
2016,35,819.999999999999
2016,36,905.9999999999969
2016,37,1552.999999999994
2016,38,1978.999999999995
2016,39,1890.999999999999
2016,40,1799
2016,41,1659.999999999999
2016,42,1592.999999999996
2016,43,1426.999999999994
2016,44,1542.9999999999968
2016,45,1260
2016,46,1622.999999999994
2016,47,1615.999999999994
2016,48,2067.999999999997
2016,49,2065
2016,50,2307.999999999995
2016,51,1975.999999999998
2016,52,2033.999999999996
2017,1,1271.999999999995
2017,2,1892.9999999999968
