date,year,isoWeek,month,day,epi_week,epi_year,meanTemp,count
2007-01-01,2007,1,1,1,1,2007,-20.125,42.1428571428571
2007-01-02,2007,1,1,2,1,2007,-19.575,42.1428571428571
2007-01-03,2007,1,1,3,1,2007,-19.2125,42.1428571428571
2007-01-04,2007,1,1,4,1,2007,-18.025,42.1428571428571
2007-01-05,2007,1,1,5,1,2007,-18.6874999999999,42.1428571428571
2007-01-06,2007,1,1,6,1,2007,-15.9625,42.1428571428571
2007-01-07,2007,1,1,7,1,2007,-18.85,42.1428571428571
2007-01-08,2007,2,1,1,2,2007,-17.475,114.428571428571
2007-01-09,2007,2,1,2,2,2007,-19.2375,114.428571428571
2007-01-10,2007,2,1,3,2,2007,-15.225,114.428571428571
2007-01-11,2007,2,1,4,2,2007,-15.675,114.428571428571
2007-01-12,2007,2,1,5,2,2007,-16.35,114.428571428571
2007-01-13,2007,2,1,6,2,2007,-14.825,114.428571428571
2007-01-14,2007,2,1,7,2,2007,-18.15,114.428571428571
2007-01-15,2007,3,1,1,3,2007,-16.4375,143.857142857142
2007-01-16,2007,3,1,2,3,2007,-20.6625,143.857142857142
2007-01-17,2007,3,1,3,3,2007,-23.5625,143.857142857142
2007-01-18,2007,3,1,4,3,2007,-21.9124999999999,143.857142857142
2007-01-19,2007,3,1,5,3,2007,-18.2125,143.857142857142
2007-01-20,2007,3,1,6,3,2007,-19.7875,143.857142857142
2007-01-21,2007,3,1,7,3,2007,-20.5,143.857142857142
2007-01-22,2007,4,1,1,4,2007,-18.45,258.142857142857
2007-01-23,2007,4,1,2,4,2007,-12.7625,258.142857142857
2007-01-24,2007,4,1,3,4,2007,-7.25,258.142857142857
2007-01-25,2007,4,1,4,4,2007,-10.3875,258.142857142857
2007-01-26,2007,4,1,5,4,2007,-14.6499999999999,258.142857142857
2007-01-27,2007,4,1,6,4,2007,-18.3625,258.142857142857
2007-01-28,2007,4,1,7,4,2007,-18.2375,258.142857142857
2007-01-29,2007,5,1,1,5,2007,-13.15,389.142857142857
2007-01-30,2007,5,1,2,5,2007,-9.225,389.142857142857
2007-01-31,2007,5,1,3,5,2007,-14.8625,389.142857142857
2007-02-01,2007,5,2,4,5,2007,-15.5285714285714,389.142857142857
2007-02-02,2007,5,2,5,5,2007,-15.8999999999999,389.142857142857
2007-02-03,2007,5,2,6,5,2007,-10.0999999999999,389.142857142857
2007-02-04,2007,5,2,7,5,2007,-17.6375,389.142857142857
2007-02-05,2007,6,2,1,6,2007,-15.2999999999999,446.714285714285
2007-02-06,2007,6,2,2,6,2007,-21.5875,446.714285714285
2007-02-07,2007,6,2,3,6,2007,-19.5875,446.714285714285
2007-02-08,2007,6,2,4,6,2007,-15.1,446.714285714285
2007-02-09,2007,6,2,5,6,2007,-14.6624999999999,446.714285714285
2007-02-10,2007,6,2,6,6,2007,-13.1749999999999,446.714285714285
2007-02-11,2007,6,2,7,6,2007,-17.325,446.714285714285
2007-02-12,2007,7,2,1,7,2007,-19.8375,346.142857142857
2007-02-13,2007,7,2,2,7,2007,-13.8624999999999,346.142857142857
2007-02-14,2007,7,2,3,7,2007,-12.8374999999999,346.142857142857
2007-02-15,2007,7,2,4,7,2007,-13.2875,346.142857142857
2007-02-16,2007,7,2,5,7,2007,-17.525,346.142857142857
2007-02-17,2007,7,2,6,7,2007,-14.425,346.142857142857
2007-02-18,2007,7,2,7,7,2007,-20.9,346.142857142857
2007-02-19,2007,8,2,1,8,2007,-18.4375,198.285714285714
2007-02-20,2007,8,2,2,8,2007,-21.975,198.285714285714
2007-02-21,2007,8,2,3,8,2007,-20.375,198.285714285714
2007-02-22,2007,8,2,4,8,2007,-15.5874999999999,198.285714285714
2007-02-23,2007,8,2,5,8,2007,-20.5,198.285714285714
2007-02-24,2007,8,2,6,8,2007,-22.9375,198.285714285714
2007-02-25,2007,8,2,7,8,2007,-20.0625,198.285714285714
2007-02-26,2007,9,2,1,9,2007,-7.4875,161.571428571428
2007-02-27,2007,9,2,2,9,2007,-14.3,161.571428571428
2007-02-28,2007,9,2,3,9,2007,-8.2875,161.571428571428
2007-03-01,2007,9,3,4,9,2007,-8.75,161.571428571428
2007-03-02,2007,9,3,5,9,2007,-6.7625,161.571428571428
2007-03-03,2007,9,3,6,9,2007,-10.95,161.571428571428
2007-03-04,2007,9,3,7,9,2007,-16.2125,161.571428571428
2007-03-05,2007,10,3,1,10,2007,-14.45,116.142857142857
2007-03-06,2007,10,3,2,10,2007,-15.0285714285714,116.142857142857
2007-03-07,2007,10,3,3,10,2007,-11.65,116.142857142857
2007-03-08,2007,10,3,4,10,2007,-8.9625,116.142857142857
2007-03-09,2007,10,3,5,10,2007,-11.05,116.142857142857
2007-03-10,2007,10,3,6,10,2007,-10.9,116.142857142857
2007-03-11,2007,10,3,7,10,2007,-10.7625,116.142857142857
2007-03-12,2007,11,3,1,11,2007,-11.1625,144.142857142857
2007-03-13,2007,11,3,2,11,2007,-8.7125,144.142857142857
2007-03-14,2007,11,3,3,11,2007,-10.325,144.142857142857
2007-03-15,2007,11,3,4,11,2007,-9.3375,144.142857142857
2007-03-16,2007,11,3,5,11,2007,-9.1,144.142857142857
2007-03-17,2007,11,3,6,11,2007,-9.9375,144.142857142857
2007-03-18,2007,11,3,7,11,2007,-7.95,144.142857142857
2007-03-19,2007,12,3,1,12,2007,-5.3125,157.428571428571
2007-03-20,2007,12,3,2,12,2007,-5.71249999999999,157.428571428571
2007-03-21,2007,12,3,3,12,2007,-4.2375,157.428571428571
2007-03-22,2007,12,3,4,12,2007,-2.5,157.428571428571
2007-03-23,2007,12,3,5,12,2007,0.275,157.428571428571
2007-03-24,2007,12,3,6,12,2007,-0.9625,157.428571428571
2007-03-25,2007,12,3,7,12,2007,-2.675,157.428571428571
2007-03-26,2007,13,3,1,13,2007,-3.4125,135.142857142857
2007-03-27,2007,13,3,2,13,2007,-4.95,135.142857142857
2007-03-28,2007,13,3,3,13,2007,-4,135.142857142857
2007-03-29,2007,13,3,4,13,2007,-5.15,135.142857142857
2007-03-30,2007,13,3,5,13,2007,-3.2,135.142857142857
2007-03-31,2007,13,3,6,13,2007,-4.2625,135.142857142857
2007-04-01,2007,13,4,7,13,2007,-2.45,135.142857142857
2007-04-02,2007,14,4,1,14,2007,-0.114285714285714,192.714285714285
2007-04-03,2007,14,4,2,14,2007,0.45,192.714285714285
2007-04-04,2007,14,4,3,14,2007,1.4625,192.714285714285
2007-04-05,2007,14,4,4,14,2007,-0.15,192.714285714285
2007-04-06,2007,14,4,5,14,2007,2.175,192.714285714285
2007-04-07,2007,14,4,6,14,2007,2.28571428571428,192.714285714285
2007-04-08,2007,14,4,7,14,2007,2.7375,192.714285714285
2007-04-09,2007,15,4,1,15,2007,3.1625,189.571428571428
2007-04-10,2007,15,4,2,15,2007,3.21249999999999,189.571428571428
2007-04-11,2007,15,4,3,15,2007,3.5,189.571428571428
2007-04-12,2007,15,4,4,15,2007,6.07142857142857,189.571428571428
2007-04-13,2007,15,4,5,15,2007,4.625,189.571428571428
2007-04-14,2007,15,4,6,15,2007,3.63749999999999,189.571428571428
2007-04-15,2007,15,4,7,15,2007,5.2625,189.571428571428
2007-04-16,2007,16,4,1,16,2007,4.5125,168.285714285714
2007-04-17,2007,16,4,2,16,2007,5.7875,168.285714285714
2007-04-18,2007,16,4,3,16,2007,6.1875,168.285714285714
2007-04-19,2007,16,4,4,16,2007,7.35,168.285714285714
2007-04-20,2007,16,4,5,16,2007,5.9125,168.285714285714
2007-04-21,2007,16,4,6,16,2007,8.6875,168.285714285714
2007-04-22,2007,16,4,7,16,2007,8.0625,168.285714285714
2007-04-23,2007,17,4,1,17,2007,7.425,157.857142857142
2007-04-24,2007,17,4,2,17,2007,4.89999999999999,157.857142857142
2007-04-25,2007,17,4,3,17,2007,2.7375,157.857142857142
2007-04-26,2007,17,4,4,17,2007,6.08749999999999,157.857142857142
2007-04-27,2007,17,4,5,17,2007,7.475,157.857142857142
2007-04-28,2007,17,4,6,17,2007,14.45,157.857142857142
2007-04-29,2007,17,4,7,17,2007,9.9125,157.857142857142
2007-04-30,2007,18,4,1,18,2007,15.6375,97.1428571428571
2007-05-01,2007,18,5,2,18,2007,10.3624999999999,97.1428571428571
2007-05-02,2007,18,5,3,18,2007,10.3624999999999,97.1428571428571
2007-05-03,2007,18,5,4,18,2007,11.775,97.1428571428571
2007-05-04,2007,18,5,5,18,2007,14.1499999999999,97.1428571428571
2007-05-05,2007,18,5,6,18,2007,12.1375,97.1428571428571
2007-05-06,2007,18,5,7,18,2007,13.0874999999999,97.1428571428571
2007-05-07,2007,19,5,1,19,2007,13.0125,90.2857142857142
2007-05-08,2007,19,5,2,19,2007,5.69999999999999,90.2857142857142
2007-05-09,2007,19,5,3,19,2007,8.6375,90.2857142857142
2007-05-10,2007,19,5,4,19,2007,13.875,90.2857142857142
2007-05-11,2007,19,5,5,19,2007,10.7,90.2857142857142
2007-05-12,2007,19,5,6,19,2007,13,90.2857142857142
2007-05-13,2007,19,5,7,19,2007,9.5625,90.2857142857142
2007-05-14,2007,20,5,1,20,2007,12.05,102.857142857142
2007-05-15,2007,20,5,2,20,2007,12.2625,102.857142857142
2007-05-16,2007,20,5,3,20,2007,14.8125,102.857142857142
2007-05-17,2007,20,5,4,20,2007,11.4999999999999,102.857142857142
2007-05-18,2007,20,5,5,20,2007,11.7499999999999,102.857142857142
2007-05-19,2007,20,5,6,20,2007,14.3374999999999,102.857142857142
2007-05-20,2007,20,5,7,20,2007,11.8624999999999,102.857142857142
2007-05-21,2007,21,5,1,21,2007,14.5499999999999,103.714285714285
2007-05-22,2007,21,5,2,21,2007,14.3875,103.714285714285
2007-05-23,2007,21,5,3,21,2007,15.925,103.714285714285
2007-05-24,2007,21,5,4,21,2007,12.2125,103.714285714285
2007-05-25,2007,21,5,5,21,2007,13.1,103.714285714285
2007-05-26,2007,21,5,6,21,2007,12.2374999999999,103.714285714285
2007-05-27,2007,21,5,7,21,2007,15.025,103.714285714285
2007-05-28,2007,22,5,1,22,2007,15.8375,75.4285714285714
2007-05-29,2007,22,5,2,22,2007,17.0857142857142,75.4285714285714
2007-05-30,2007,22,5,3,22,2007,20.6624999999999,75.4285714285714
2007-05-31,2007,22,5,4,22,2007,21.7249999999999,75.4285714285714
2007-06-01,2007,22,6,5,22,2007,19.6875,75.4285714285714
2007-06-02,2007,22,6,6,22,2007,19.5625,75.4285714285714
2007-06-03,2007,22,6,7,22,2007,19.75,75.4285714285714
2007-06-04,2007,23,6,1,23,2007,17.4625,76.1428571428571
2007-06-05,2007,23,6,2,23,2007,15.25,76.1428571428571
2007-06-06,2007,23,6,3,23,2007,20.3625,76.1428571428571
2007-06-07,2007,23,6,4,23,2007,20.55,76.1428571428571
2007-06-08,2007,23,6,5,23,2007,20.2875,76.1428571428571
2007-06-09,2007,23,6,6,23,2007,19.3625,76.1428571428571
2007-06-10,2007,23,6,7,23,2007,22.1875,76.1428571428571
2007-06-11,2007,24,6,1,24,2007,24.3125,47.8571428571428
2007-06-12,2007,24,6,2,24,2007,18.95,47.8571428571428
2007-06-13,2007,24,6,3,24,2007,18.525,47.8571428571428
2007-06-14,2007,24,6,4,24,2007,20.7125,47.8571428571428
2007-06-15,2007,24,6,5,24,2007,23.35,47.8571428571428
2007-06-16,2007,24,6,6,24,2007,22.3875,47.8571428571428
2007-06-17,2007,24,6,7,24,2007,21.9125,47.8571428571428
2007-06-18,2007,25,6,1,25,2007,22.775,53.1428571428571
2007-06-19,2007,25,6,2,25,2007,20.85,53.1428571428571
2007-06-20,2007,25,6,3,25,2007,17.8125,53.1428571428571
2007-06-21,2007,25,6,4,25,2007,20,53.1428571428571
2007-06-22,2007,25,6,5,25,2007,20.775,53.1428571428571
2007-06-23,2007,25,6,6,25,2007,17.6625,53.1428571428571
2007-06-24,2007,25,6,7,25,2007,20.6375,53.1428571428571
2007-06-25,2007,26,6,1,26,2007,21.6875,51.8571428571428
2007-06-26,2007,26,6,2,26,2007,20.0999999999999,51.8571428571428
2007-06-27,2007,26,6,3,26,2007,21.55,51.8571428571428
2007-06-28,2007,26,6,4,26,2007,22.6374999999999,51.8571428571428
2007-06-29,2007,26,6,5,26,2007,21.8625,51.8571428571428
2007-06-30,2007,26,6,6,26,2007,22.6875,51.8571428571428
2007-07-01,2007,26,7,7,26,2007,23.6124999999999,51.8571428571428
2007-07-02,2007,27,7,1,27,2007,24.3999999999999,54.4285714285714
2007-07-03,2007,27,7,2,27,2007,25.325,54.4285714285714
2007-07-04,2007,27,7,3,27,2007,26.5875,54.4285714285714
2007-07-05,2007,27,7,4,27,2007,22.325,54.4285714285714
2007-07-06,2007,27,7,5,27,2007,20.35,54.4285714285714
2007-07-07,2007,27,7,6,27,2007,21.3,54.4285714285714
2007-07-08,2007,27,7,7,27,2007,23.9749999999999,54.4285714285714
2007-07-09,2007,28,7,1,28,2007,23.75,59.5714285714285
2007-07-10,2007,28,7,2,28,2007,24.5875,59.5714285714285
2007-07-11,2007,28,7,3,28,2007,25.0125,59.5714285714285
2007-07-12,2007,28,7,4,28,2007,25.6374999999999,59.5714285714285
2007-07-13,2007,28,7,5,28,2007,27.3999999999999,59.5714285714285
2007-07-14,2007,28,7,6,28,2007,26.0999999999999,59.5714285714285
2007-07-15,2007,28,7,7,28,2007,26.425,59.5714285714285
2007-07-16,2007,29,7,1,29,2007,26.6625,72.5714285714285
2007-07-17,2007,29,7,2,29,2007,21.4375,72.5714285714285
2007-07-18,2007,29,7,3,29,2007,21.3,72.5714285714285
2007-07-19,2007,29,7,4,29,2007,17.6,72.5714285714285
2007-07-20,2007,29,7,5,29,2007,17.025,72.5714285714285
2007-07-21,2007,29,7,6,29,2007,16.7,72.5714285714285
2007-07-22,2007,29,7,7,29,2007,18.275,72.5714285714285
2007-07-23,2007,30,7,1,30,2007,20.3375,52
2007-07-24,2007,30,7,2,30,2007,22.7857142857142,52
2007-07-25,2007,30,7,3,30,2007,24.9285714285714,52
2007-07-26,2007,30,7,4,30,2007,24.5,52
2007-07-27,2007,30,7,5,30,2007,22.2875,52
2007-07-28,2007,30,7,6,30,2007,22.9375,52
2007-07-29,2007,30,7,7,30,2007,25.0428571428571,52
2007-07-30,2007,31,7,1,31,2007,23.4,61.1428571428571
2007-07-31,2007,31,7,2,31,2007,21.2499999999999,61.1428571428571
2007-08-01,2007,31,8,3,31,2007,20.4625,61.1428571428571
2007-08-02,2007,31,8,4,31,2007,20.5857142857142,61.1428571428571
2007-08-03,2007,31,8,5,31,2007,21.725,61.1428571428571
2007-08-04,2007,31,8,6,31,2007,23.3375,61.1428571428571
2007-08-05,2007,31,8,7,31,2007,25.625,61.1428571428571
2007-08-06,2007,32,8,1,32,2007,26.25,59.5714285714285
2007-08-07,2007,32,8,2,32,2007,25.475,59.5714285714285
2007-08-08,2007,32,8,3,32,2007,24.9124999999999,59.5714285714285
2007-08-09,2007,32,8,4,32,2007,25.0875,59.5714285714285
2007-08-10,2007,32,8,5,32,2007,20.6375,59.5714285714285
2007-08-11,2007,32,8,6,32,2007,23.9625,59.5714285714285
2007-08-12,2007,32,8,7,32,2007,23.3749999999999,59.5714285714285
2007-08-13,2007,33,8,1,33,2007,21.4375,64.4285714285714
2007-08-14,2007,33,8,2,33,2007,23.7375,64.4285714285714
2007-08-15,2007,33,8,3,33,2007,23.75,64.4285714285714
2007-08-16,2007,33,8,4,33,2007,24.4749999999999,64.4285714285714
2007-08-17,2007,33,8,5,33,2007,23.7125,64.4285714285714
2007-08-18,2007,33,8,6,33,2007,26.5,64.4285714285714
2007-08-19,2007,33,8,7,33,2007,26.95,64.4285714285714
2007-08-20,2007,34,8,1,34,2007,19.9875,63.4285714285714
2007-08-21,2007,34,8,2,34,2007,17.9375,63.4285714285714
2007-08-22,2007,34,8,3,34,2007,19.15,63.4285714285714
2007-08-23,2007,34,8,4,34,2007,20.275,63.4285714285714
2007-08-24,2007,34,8,5,34,2007,18.9375,63.4285714285714
2007-08-25,2007,34,8,6,34,2007,16.975,63.4285714285714
2007-08-26,2007,34,8,7,34,2007,18.3857142857142,63.4285714285714
2007-08-27,2007,35,8,1,35,2007,14.6124999999999,67
2007-08-28,2007,35,8,2,35,2007,16.0375,67
2007-08-29,2007,35,8,3,35,2007,16.1,67
2007-08-30,2007,35,8,4,35,2007,14.5571428571428,67
2007-08-31,2007,35,8,5,35,2007,19.6375,67
2007-09-01,2007,35,9,6,35,2007,16.8625,67
2007-09-02,2007,35,9,7,35,2007,13.4249999999999,67
2007-09-03,2007,36,9,1,36,2007,12.0125,109.571428571428
2007-09-04,2007,36,9,2,36,2007,12.7285714285714,109.571428571428
2007-09-05,2007,36,9,3,36,2007,18.9125,109.571428571428
2007-09-06,2007,36,9,4,36,2007,20.0125,109.571428571428
2007-09-07,2007,36,9,5,36,2007,20.2625,109.571428571428
2007-09-08,2007,36,9,6,36,2007,18.7249999999999,109.571428571428
2007-09-09,2007,36,9,7,36,2007,14.9875,109.571428571428
2007-09-10,2007,37,9,1,37,2007,15.825,191.714285714285
2007-09-11,2007,37,9,2,37,2007,17.7625,191.714285714285
2007-09-12,2007,37,9,3,37,2007,19.2375,191.714285714285
2007-09-13,2007,37,9,4,37,2007,16.0625,191.714285714285
2007-09-14,2007,37,9,5,37,2007,14.6499999999999,191.714285714285
2007-09-15,2007,37,9,6,37,2007,16.4375,191.714285714285
2007-09-16,2007,37,9,7,37,2007,17.7249999999999,191.714285714285
2007-09-17,2007,38,9,1,38,2007,16.85,223.285714285714
2007-09-18,2007,38,9,2,38,2007,17.4375,223.285714285714
2007-09-19,2007,38,9,3,38,2007,13.3624999999999,223.285714285714
2007-09-20,2007,38,9,4,38,2007,13.2125,223.285714285714
2007-09-21,2007,38,9,5,38,2007,10.95,223.285714285714
2007-09-22,2007,38,9,6,38,2007,8.325,223.285714285714
2007-09-23,2007,38,9,7,38,2007,6.2375,223.285714285714
2007-09-24,2007,39,9,1,39,2007,7.5375,210.857142857142
2007-09-25,2007,39,9,2,39,2007,11.2625,210.857142857142
2007-09-26,2007,39,9,3,39,2007,8.825,210.857142857142
2007-09-27,2007,39,9,4,39,2007,8.425,210.857142857142
2007-09-28,2007,39,9,5,39,2007,10.6714285714285,210.857142857142
2007-09-29,2007,39,9,6,39,2007,8.7125,210.857142857142
2007-09-30,2007,39,9,7,39,2007,10.4999999999999,210.857142857142
2007-10-01,2007,40,10,1,40,2007,10.725,197
2007-10-02,2007,40,10,2,40,2007,10.35,197
2007-10-03,2007,40,10,3,40,2007,11.6857142857142,197
2007-10-04,2007,40,10,4,40,2007,11.6625,197
2007-10-05,2007,40,10,5,40,2007,11.825,197
2007-10-06,2007,40,10,6,40,2007,10.65,197
2007-10-07,2007,40,10,7,40,2007,5.4375,197
2007-10-08,2007,41,10,1,41,2007,6.5375,175.571428571428
2007-10-09,2007,41,10,2,41,2007,8.92857142857142,175.571428571428
2007-10-10,2007,41,10,3,41,2007,8.98749999999999,175.571428571428
2007-10-11,2007,41,10,4,41,2007,2.25,175.571428571428
2007-10-12,2007,41,10,5,41,2007,0.499999999999999,175.571428571428
2007-10-13,2007,41,10,6,41,2007,5.0875,175.571428571428
2007-10-14,2007,41,10,7,41,2007,3.4125,175.571428571428
2007-10-15,2007,42,10,1,42,2007,1.725,185
2007-10-16,2007,42,10,2,42,2007,3.54999999999999,185
2007-10-17,2007,42,10,3,42,2007,4.04285714285714,185
2007-10-18,2007,42,10,4,42,2007,4.6125,185
2007-10-19,2007,42,10,5,42,2007,0.0749999999999998,185
2007-10-20,2007,42,10,6,42,2007,-0.899999999999999,185
2007-10-21,2007,42,10,7,42,2007,2.0875,185
2007-10-22,2007,43,10,1,43,2007,3.675,148.428571428571
2007-10-23,2007,43,10,2,43,2007,2.4875,148.428571428571
2007-10-24,2007,43,10,3,43,2007,5.5375,148.428571428571
2007-10-25,2007,43,10,4,43,2007,5.5,148.428571428571
2007-10-26,2007,43,10,5,43,2007,1.1375,148.428571428571
2007-10-27,2007,43,10,6,43,2007,-1.15,148.428571428571
2007-10-28,2007,43,10,7,43,2007,-2.7625,148.428571428571
2007-10-29,2007,44,10,1,44,2007,-6.0125,126.142857142857
2007-10-30,2007,44,10,2,44,2007,-4.63749999999999,126.142857142857
2007-10-31,2007,44,10,3,44,2007,-1.6375,126.142857142857
2007-11-01,2007,44,11,4,44,2007,-2.85,126.142857142857
2007-11-02,2007,44,11,5,44,2007,-4.5125,126.142857142857
2007-11-03,2007,44,11,6,44,2007,-2.4625,126.142857142857
2007-11-04,2007,44,11,7,44,2007,2.3375,126.142857142857
2007-11-05,2007,45,11,1,45,2007,-0.499999999999999,103
2007-11-06,2007,45,11,2,45,2007,2.1,103
2007-11-07,2007,45,11,3,45,2007,1.22499999999999,103
2007-11-08,2007,45,11,4,45,2007,1.11249999999999,103
2007-11-09,2007,45,11,5,45,2007,-2.2125,103
2007-11-10,2007,45,11,6,45,2007,-3.8,103
2007-11-11,2007,45,11,7,45,2007,-2.2875,103
2007-11-12,2007,46,11,1,46,2007,-3.025,135.428571428571
2007-11-13,2007,46,11,2,46,2007,-4.7375,135.428571428571
2007-11-14,2007,46,11,3,46,2007,-13.125,135.428571428571
2007-11-15,2007,46,11,4,46,2007,-9.2,135.428571428571
2007-11-16,2007,46,11,5,46,2007,-9.7375,135.428571428571
2007-11-17,2007,46,11,6,46,2007,-12.1625,135.428571428571
2007-11-18,2007,46,11,7,46,2007,-17.5625,135.428571428571
2007-11-19,2007,47,11,1,47,2007,-18.5,165.714285714285
2007-11-20,2007,47,11,2,47,2007,-18.525,165.714285714285
2007-11-21,2007,47,11,3,47,2007,-16.9874999999999,165.714285714285
2007-11-22,2007,47,11,4,47,2007,-15.7249999999999,165.714285714285
2007-11-23,2007,47,11,5,47,2007,-13.5249999999999,165.714285714285
2007-11-24,2007,47,11,6,47,2007,-11.0125,165.714285714285
2007-11-25,2007,47,11,7,47,2007,-10.4857142857142,165.714285714285
2007-11-26,2007,48,11,1,48,2007,-10.45,159.428571428571
2007-11-27,2007,48,11,2,48,2007,-12.8999999999999,159.428571428571
2007-11-28,2007,48,11,3,48,2007,-14.625,159.428571428571
2007-11-29,2007,48,11,4,48,2007,-14.0625,159.428571428571
2007-11-30,2007,48,11,5,48,2007,-12.825,159.428571428571
2007-12-01,2007,48,12,6,48,2007,-14.325,159.428571428571
2007-12-02,2007,48,12,7,48,2007,-16.0125,159.428571428571
2007-12-03,2007,49,12,1,49,2007,-16.025,195.857142857142
2007-12-04,2007,49,12,2,49,2007,-13.2875,195.857142857142
2007-12-05,2007,49,12,3,49,2007,-11.0375,195.857142857142
2007-12-06,2007,49,12,4,49,2007,-9.6,195.857142857142
2007-12-07,2007,49,12,5,49,2007,-6.85,195.857142857142
2007-12-08,2007,49,12,6,49,2007,-8.3125,195.857142857142
2007-12-09,2007,49,12,7,49,2007,-11.8375,195.857142857142
2007-12-10,2007,50,12,1,50,2007,-15.4749999999999,195.714285714285
2007-12-11,2007,50,12,2,50,2007,-18.4,195.714285714285
2007-12-12,2007,50,12,3,50,2007,-14.3875,195.714285714285
2007-12-13,2007,50,12,4,50,2007,-21.1125,195.714285714285
2007-12-14,2007,50,12,5,50,2007,-18.5125,195.714285714285
2007-12-15,2007,50,12,6,50,2007,-20.8625,195.714285714285
2007-12-16,2007,50,12,7,50,2007,-22.3,195.714285714285
2007-12-17,2007,51,12,1,51,2007,-22.5,186.857142857142
2007-12-18,2007,51,12,2,51,2007,-22.925,186.857142857142
2007-12-19,2007,51,12,3,51,2007,-20.1749999999999,186.857142857142
2007-12-20,2007,51,12,4,51,2007,-20.4875,186.857142857142
2007-12-21,2007,51,12,5,51,2007,-18.325,186.857142857142
2007-12-22,2007,51,12,6,51,2007,-20.975,186.857142857142
2007-12-23,2007,51,12,7,51,2007,-20.85,186.857142857142
2007-12-24,2007,52,12,1,52,2007,-22.7285714285714,110.142857142857
2007-12-25,2007,52,12,2,52,2007,-23.5125,110.142857142857
2007-12-26,2007,52,12,3,52,2007,-21.95,110.142857142857
2007-12-27,2007,52,12,4,52,2007,-20.0374999999999,110.142857142857
2007-12-28,2007,52,12,5,52,2007,-20.65,110.142857142857
2007-12-29,2007,52,12,6,52,2007,-16.6375,110.142857142857
2007-12-30,2007,52,12,7,52,2007,-12.2999999999999,110.142857142857
2007-12-31,2007,1,12,1,1,2008,-12.2714285714285,55.1428571428571
2008-01-01,2008,1,1,2,1,2008,-13.6875,55.1428571428571
2008-01-02,2008,1,1,3,1,2008,-17.7375,55.1428571428571
2008-01-03,2008,1,1,4,1,2008,-15.5874999999999,55.1428571428571
2008-01-04,2008,1,1,5,1,2008,-17.4249999999999,55.1428571428571
2008-01-05,2008,1,1,6,1,2008,-19.7625,55.1428571428571
2008-01-06,2008,1,1,7,1,2008,-20.0374999999999,55.1428571428571
2008-01-07,2008,2,1,1,2,2008,-19.175,131
2008-01-08,2008,2,1,2,2,2008,-22.9375,131
2008-01-09,2008,2,1,3,2,2008,-23.1125,131
2008-01-10,2008,2,1,4,2,2008,-26.275,131
2008-01-11,2008,2,1,5,2,2008,-26.3375,131
2008-01-12,2008,2,1,6,2,2008,-23.2857142857142,131
2008-01-13,2008,2,1,7,2,2008,-21.875,131
2008-01-14,2008,3,1,1,3,2008,-20.7249999999999,199.714285714285
2008-01-15,2008,3,1,2,3,2008,-20.75,199.714285714285
2008-01-16,2008,3,1,3,3,2008,-20.75,199.714285714285
2008-01-17,2008,3,1,4,3,2008,-19.9749999999999,199.714285714285
2008-01-18,2008,3,1,5,3,2008,-23.5875,199.714285714285
2008-01-19,2008,3,1,6,3,2008,-23.1375,199.714285714285
2008-01-20,2008,3,1,7,3,2008,-18.675,199.714285714285
2008-01-21,2008,4,1,1,4,2008,-15.35,268.142857142857
2008-01-22,2008,4,1,2,4,2008,-20.45,268.142857142857
2008-01-23,2008,4,1,3,4,2008,-22.45,268.142857142857
2008-01-24,2008,4,1,4,4,2008,-18.5375,268.142857142857
2008-01-25,2008,4,1,5,4,2008,-20.175,268.142857142857
2008-01-26,2008,4,1,6,4,2008,-14.2,268.142857142857
2008-01-27,2008,4,1,7,4,2008,-9.9125,268.142857142857
2008-01-28,2008,5,1,1,5,2008,-12.35,250.571428571428
2008-01-29,2008,5,1,2,5,2008,-15.35,250.571428571428
2008-01-30,2008,5,1,3,5,2008,-16.0875,250.571428571428
2008-01-31,2008,5,1,4,5,2008,-16.8625,250.571428571428
2008-02-01,2008,5,2,5,5,2008,-13.5499999999999,250.571428571428
2008-02-02,2008,5,2,6,5,2008,-15.0375,250.571428571428
2008-02-03,2008,5,2,7,5,2008,-16.4124999999999,250.571428571428
2008-02-04,2008,6,2,1,6,2008,-14.6375,353
2008-02-05,2008,6,2,2,6,2008,-11.6875,353
2008-02-06,2008,6,2,3,6,2008,-13.8124999999999,353
2008-02-07,2008,6,2,4,6,2008,-13.0625,353
2008-02-08,2008,6,2,5,6,2008,-11.6125,353
2008-02-09,2008,6,2,6,6,2008,-12.9375,353
2008-02-10,2008,6,2,7,6,2008,-12.6142857142857,353
2008-02-11,2008,7,2,1,7,2008,-12.1125,272.571428571428
2008-02-12,2008,7,2,2,7,2008,-14.775,272.571428571428
2008-02-13,2008,7,2,3,7,2008,-17.42,272.571428571428
2008-02-14,2008,7,2,4,7,2008,-15.4125,272.571428571428
2008-02-15,2008,7,2,5,7,2008,-13.4125,272.571428571428
2008-02-16,2008,7,2,6,7,2008,-10.9,272.571428571428
2008-02-17,2008,7,2,7,7,2008,-9.2875,272.571428571428
2008-02-18,2008,8,2,1,8,2008,-10.9625,252
2008-02-19,2008,8,2,2,8,2008,-11.1375,252
2008-02-20,2008,8,2,3,8,2008,-10.9571428571428,252
2008-02-21,2008,8,2,4,8,2008,-14.425,252
